Date,Total cases,Total deaths,Daily cases,Daily deaths,Active cases,Recoveries
2/15/2020,16,0,,,9,7
2/16/2020,16,0,0,0,9,7
2/17/2020,16,0,0,0,9,7
2/18/2020,16,0,0,0,9,7
2/19/2020,16,0,0,0,2,14
2/20/2020,16,0,0,0,2,14
2/21/2020,16,0,0,0,1,15
2/22/2020,16,0,0,0,1,15
2/23/2020,16,0,0,0,1,15
2/24/2020,16,0,0,0,1,15
2/25/2020,16,0,0,0,0,16
2/26/2020,16,0,0,0,0,16
2/27/2020,16,0,0,0,0,16
2/28/2020,16,0,0,0,0,16
2/29/2020,16,0,0,0,0,16
3/1/2020,16,0,0,0,0,16
3/2/2020,16,0,0,0,0,16
3/3/2020,16,0,0,0,0,16
3/4/2020,16,0,0,0,0,16
3/5/2020,16,0,0,0,0,16
3/6/2020,17,0,1,0,1,16
3/7/2020,20,0,3,0,4,16
3/8/2020,31,0,11,0,14,17
3/9/2020,32,0,1,0,15,17
3/10/2020,35,0,3,0,18,17
3/11/2020,40,0,5,0,23,17
3/12/2020,45,0,5,0,28,17
3/13/2020,45,0,0,0,28,17
3/14/2020,54,0,9,0,37,17
3/15/2020,58,0,4,0,41,17
3/16/2020,62,0,4,0,45,17
3/17/2020,67,0,5,0,50,17
3/18/2020,78,0,11,0,60,18
3/19/2020,87,0,9,0,69,18
3/20/2020,93,0,6,0,74,19
3/21/2020,96,0,3,0,77,19
3/22/2020,119,0,23,0,96,23
3/23/2020,130,0,11,0,106,24
3/24/2020,142,0,12,0,117,25
3/25/2020,159,0,17,0,131,28
3/26/2020,164,0,5,0,133,31
3/27/2020,175,0,11,0,143,32
3/28/2020,187,0,12,0,153,34
3/29/2020,212,0,25,0,169,43
3/30/2020,223,0,11,0,149,74
3/31/2020,231,0,8,0,154,77
4/1/2020,237,0,6,0,155,82
4/2/2020,255,0,18,0,158,97
4/3/2020,261,0,6,0,154,107
4/4/2020,262,0,1,0,150,112
4/5/2020,263,0,1,0,151,112
4/6/2020,267,0,4,0,150,117
4/7/2020,273,0,6,0,128,145
4/8/2020,273,0,0,0,125,148
4/9/2020,277,0,4,0,127,150
4/10/2020,279,0,2,0,113,166
4/11/2020,280,0,1,0,114,166
4/12/2020,284,0,4,0,118,166
4/13/2020,287,0,3,0,119,168
4/14/2020,288,0,1,0,97,191
4/15/2020,290,0,2,0,97,193
4/16/2020,290,0,0,0,91,199
4/17/2020,290,0,0,0,70,220
4/18/2020,290,0,0,0,67,223
4/19/2020,290,0,0,0,66,224
4/20/2020,290,0,0,0,54,236
4/21/2020,290,0,0,0,52,238
4/22/2020,290,0,0,0,45,245
4/23/2020,290,0,0,0,44,246
4/24/2020,292,0,2,0,50,242
4/25/2020,292,0,0,0,45,247
4/26/2020,292,0,0,0,45,247
4/27/2020,292,0,0,0,45,247
4/28/2020,292,0,0,0,45,247
4/29/2020,292,0,0,0,48,244
4/30/2020,292,0,0,0,51,241
5/1/2020,292,0,0,0,51,241
5/2/2020,292,0,0,0,51,241
5/3/2020,293,0,1,0,52,241
5/4/2020,293,0,0,0,52,241
5/5/2020,293,0,0,0,39,254
5/6/2020,293,0,0,0,39,254
5/7/2020,313,0,20,0,55,258
5/8/2020,313,0,0,0,47,266
5/9/2020,313,0,0,0,47,266
5/10/2020,313,0,0,0,47,266
5/11/2020,313,0,0,0,39,274
5/12/2020,313,0,0,0,36,277
5/13/2020,313,0,0,0,36,277
5/14/2020,344,0,31,0,52,292
5/15/2020,346,0,2,0,54,292
5/16/2020,350,0,4,0,58,292
5/17/2020,352,0,2,0,60,292
5/18/2020,356,0,4,0,61,295
5/19/2020,356,0,0,0,61,295
5/20/2020,356,0,0,0,61,295
5/21/2020,356,0,0,0,60,296
5/22/2020,356,0,0,0,57,299
5/23/2020,356,0,0,0,57,299
5/24/2020,357,0,1,0,58,299
5/25/2020,358,0,1,0,54,304
5/26/2020,359,0,1,0,55,304
5/27/2020,359,0,0,0,49,310
5/28/2020,359,0,0,0,49,310
5/29/2020,359,0,0,0,48,311
5/30/2020,360,0,1,0,49,311
5/31/2020,360,0,0,0,49,311
6/1/2020,360,0,0,0,35,325
6/2/2020,360,0,0,0,30,330
6/3/2020,360,0,0,0,26,334
6/4/2020,360,0,0,0,26,334
6/5/2020,360,0,0,0,21,339
6/6/2020,361,0,1,0,22,339
6/7/2020,361,0,0,0,22,339
6/8/2020,364,0,3,0,16,348
6/9/2020,364,0,0,0,16,348
6/10/2020,364,0,0,0,12,352
6/11/2020,364,0,0,0,11,353
6/12/2020,365,0,1,0,10,355
6/13/2020,366,0,1,0,11,355
6/14/2020,366,0,0,0,11,355
6/15/2020,366,0,0,0,11,355
6/16/2020,366,0,0,0,9,357
6/17/2020,367,0,1,0,10,357
6/18/2020,374,0,7,0,17,357
6/19/2020,381,0,7,0,23,358
6/20/2020,381,0,0,0,22,359
6/21/2020,381,0,0,0,22,359
6/22/2020,381,0,0,0,21,360
6/23/2020,381,0,0,0,20,361
6/24/2020,384,0,3,0,23,361
6/25/2020,384,0,0,0,23,361
6/26/2020,385,0,1,0,23,362
6/27/2020,387,0,2,0,25,362
6/28/2020,387,0,0,0,25,362
6/29/2020,387,0,0,0,20,367
6/30/2020,387,0,0,0,20,367
7/1/2020,387,0,0,0,19,368
7/2/2020,387,0,0,0,15,372
7/3/2020,387,0,0,0,15,372
7/4/2020,387,0,0,0,15,372
7/5/2020,387,0,0,0,15,372
7/6/2020,404,0,17,0,28,376
7/7/2020,404,0,0,0,27,377
7/8/2020,404,0,0,0,22,382
7/9/2020,404,0,0,0,22,382
7/10/2020,404,0,0,0,19,385
7/11/2020,405,0,1,0,20,385
7/12/2020,407,0,2,0,22,385
7/13/2020,407,0,0,0,22,385
7/14/2020,408,0,1,0,21,387
7/15/2020,416,0,8,0,28,388
7/16/2020,416,0,0,0,25,391
7/17/2020,417,0,1,0,26,391
7/18/2020,417,0,0,0,25,392
7/19/2020,418,0,1,0,26,392
7/20/2020,419,0,1,0,24,395
7/21/2020,439,0,20,0,36,403
7/22/2020,446,0,7,0,43,403
7/23/2020,450,0,4,0,47,403
7/24/2020,451,0,1,0,48,403
7/25/2020,455,0,4,0,52,403
7/26/2020,458,0,3,0,55,403
7/27/2020,470,0,12,0,66,404
7/28/2020,488,0,18,0,77,411
7/29/2020,504,0,16,0,90,414
7/30/2020,578,0,74,0,140,438
7/31/2020,631,2,53,2,171,458
8/1/2020,697,3,66,1,214,480
8/2/2020,738,6,41,3,241,491
8/3/2020,784,6,46,0,272,506
8/4/2020,809,8,25,2,286,515
8/5/2020,877,8,68,0,328,541
8/6/2020,918,10,41,2,345,563
8/7/2020,981,10,63,0,384,587
8/8/2020,1011,10,30,0,407,594
8/9/2020,1051,11,40,1,435,605
8/10/2020,1057,15,6,4,433,609
8/11/2020,1080,16,23,1,451,613
8/12/2020,1100,17,20,1,457,626
8/13/2020,1139,21,39,4,465,653
8/14/2020,1162,22,23,1,471,669
8/15/2020,1188,23,26,1,481,684
8/16/2020,1200,24,12,1,482,694
8/17/2020,1226,24,26,0,492,710
8/18/2020,1232,25,6,1,438,769
8/19/2020,1237,25,5,0,436,776
8/20/2020,1253,25,16,0,440,788
8/21/2020,1255,25,2,0,439,791
8/22/2020,1260,26,5,1,425,809
8/23/2020,1262,27,2,1,426,809
8/24/2020,1268,27,6,0,408,833
8/25/2020,1275,27,7,0,410,838
8/26/2020,1280,29,5,2,373,878
8/27/2020,1282,30,2,1,369,883
8/28/2020,1284,30,2,0,345,909
8/29/2020,1286,32,2,2,331,923
8/30/2020,1286,32,0,0,313,941
8/31/2020,1290,34,4,2,303,953
9/1/2020,1290,34,0,0,275,981
9/2/2020,1292,34,2,0,266,992
9/3/2020,1292,35,0,1,256,1001
9/4/2020,1295,35,3,0,242,1018
9/5/2020,1295,35,0,0,209,1051
9/6/2020,1295,35,0,0,199,1061
9/7/2020,1295,35,0,0,161,1099
9/8/2020,1300,35,5,0,151,1114
9/9/2020,1305,35,5,0,134,1136
9/10/2020,1305,35,0,0,131,1139
9/11/2020,1306,35,1,0,123,1148
9/12/2020,1306,35,0,0,115,1156
9/13/2020,1309,35,3,0,110,1164
9/14/2020,1309,35,0,0,102,1172
9/15/2020,1309,35,0,0,97,1177
9/16/2020,1309,35,0,0,92,1182
9/17/2020,1312,35,3,0,91,1186
9/18/2020,1314,35,2,0,92,1187
9/19/2020,1314,35,0,0,91,1188
9/20/2020,1314,35,0,0,91,1188
9/21/2020,1314,35,0,0,86,1193
9/22/2020,1314,35,0,0,76,1203
9/23/2020,1315,35,1,0,43,1237
9/24/2020,1315,35,0,0,43,1237
9/25/2020,1315,35,0,0,35,1245
9/26/2020,1315,35,0,0,35,1245
9/27/2020,1320,35,5,0,40,1245
9/28/2020,1323,35,3,0,43,1245
9/29/2020,1343,35,20,0,52,1256
9/30/2020,1343,35,0,0,49,1259
10/1/2020,1344,35,1,0,50,1259
10/2/2020,1345,35,1,0,41,1269
10/3/2020,1345,35,0,0,41,1269
10/4/2020,1345,35,0,0,41,1269
10/5/2020,1346,35,1,0,40,1271
10/6/2020,1347,35,1,0,40,1272
10/7/2020,1348,35,1,0,41,1272
10/8/2020,1349,35,1,0,42,1272
10/9/2020,1354,35,5,0,46,1273
10/10/2020,1356,35,2,0,48,1273
10/11/2020,1358,35,2,0,50,1273
10/12/2020,1359,35,1,0,50,1274
10/13/2020,1362,35,3,0,53,1274
10/14/2020,1371,35,9,0,58,1278
10/15/2020,1373,35,2,0,59,1279
10/16/2020,1373,35,0,0,58,1280
10/17/2020,1375,35,2,0,60,1280
10/18/2020,1383,35,8,0,68,1280
10/19/2020,1389,35,6,0,59,1295
10/20/2020,1390,35,1,0,60,1295
10/21/2020,1393,35,3,0,63,1295
10/22/2020,1397,35,4,0,64,1298
10/23/2020,1397,35,0,0,64,1298
10/24/2020,1410,35,13,0,74,1301
10/25/2020,1418,35,8,0,76,1307
10/26/2020,1419,35,1,0,73,1311
10/27/2020,1422,35,3,0,75,1312
10/28/2020,1423,35,1,0,76,1312
10/29/2020,1427,35,4,0,80,1312
10/30/2020,1427,35,0,0,80,1312
10/31/2020,1430,35,3,0,83,1312
11/1/2020,1430,35,0,0,82,1313
11/2/2020,1443,35,13,0,92,1316
11/3/2020,1454,35,11,0,98,1321
11/4/2020,1455,35,1,0,99,1321
11/5/2020,1459,35,4,0,103,1321
11/6/2020,1464,35,5,0,107,1322
11/7/2020,1465,35,1,0,108,1322
11/8/2020,1465,35,0,0,108,1322
11/9/2020,1467,35,2,0,93,1339
11/10/2020,1479,35,12,0,104,1340
11/11/2020,1512,35,33,0,130,1347
11/12/2020,1513,35,1,0,125,1353
11/13/2020,1516,35,3,0,120,1361
11/14/2020,1516,35,0,0,118,1363
11/15/2020,1548,35,32,0,143,1370
11/16/2020,1550,35,2,0,124,1391
11/17/2020,1555,35,5,0,129,1391
11/18/2020,1568,35,13,0,141,1392
11/19/2020,1572,35,4,0,127,1410
11/20/2020,1573,35,1,0,128,1410
11/21/2020,1574,35,1,0,129,1410
11/22/2020,1575,35,1,0,130,1410
11/23/2020,1580,35,5,0,126,1419
11/24/2020,1584,35,4,0,128,1421
11/25/2020,1589,35,5,0,133,1421
11/26/2020,1600,35,11,0,130,1435
11/27/2020,1608,35,8,0,134,1439
11/28/2020,1610,35,2,0,127,1448
11/29/2020,1612,35,2,0,129,1448
11/30/2020,1616,35,4,0,133,1448
12/1/2020,1620,35,4,0,121,1464
12/2/2020,1627,35,7,0,122,1470
12/3/2020,1630,35,3,0,117,1478
12/4/2020,1630,35,0,0,106,1489
12/5/2020,1634,35,4,0,110,1489
12/6/2020,1635,35,1,0,111,1489
12/7/2020,1636,35,1,0,108,1493
12/8/2020,1647,35,11,0,118,1494
12/9/2020,1651,35,4,0,121,1495
12/10/2020,1655,35,4,0,125,1495
12/11/2020,1661,35,6,0,118,1508
12/12/2020,1665,35,4,0,122,1508
12/13/2020,1667,35,2,0,121,1511
12/14/2020,1672,35,5,0,121,1516
12/15/2020,1675,35,3,0,118,1522
12/16/2020,1675,35,0,0,118,1522
12/17/2020,1677,35,2,0,109,1533
12/18/2020,1680,35,3,0,109,1536
12/19/2020,1681,35,1,0,107,1539
12/20/2020,1683,35,2,0,109,1539
12/21/2020,1684,35,1,0,110,1539
12/22/2020,1690,35,6,0,104,1551
12/23/2020,1691,35,1,0,105,1551
12/24/2020,1703,35,12,0,116,1552
12/25/2020,1710,35,7,0,101,1574
12/26/2020,1711,35,1,0,102,1574
12/27/2020,1712,35,1,0,103,1574
12/28/2020,1723,35,11,0,113,1575
12/29/2020,1726,35,3,0,100,1591
12/30/2020,1728,35,2,0,98,1595
12/31/2020,1737,35,9,0,105,1597
1/1/2021,1746,35,9,0,114,1597
1/2/2021,1754,35,8,0,110,1609
1/3/2021,1767,35,13,0,120,1612
1/4/2021,1770,35,3,0,123,1612
1/5/2021,1777,35,7,0,130,1612
1/6/2021,1778,35,1,0,117,1626
1/7/2021,1782,35,4,0,121,1626
1/8/2021,1785,35,3,0,120,1630
1/9/2021,1786,35,1,0,117,1634
1/10/2021,1787,35,1,0,118,1634
1/11/2021,1788,35,1,0,119,1634
1/12/2021,1793,35,5,0,124,1634
1/13/2021,1794,35,1,0,117,1642
1/14/2021,1805,35,11,0,127,1643
1/15/2021,1810,35,5,0,121,1654
1/16/2021,1811,35,1,0,122,1654
1/17/2021,1811,35,0,0,122,1654
1/18/2021,1813,35,2,0,102,1676
1/19/2021,1814,35,1,0,103,1676
1/20/2021,1818,35,4,0,103,1680
1/21/2021,1820,35,2,0,100,1685
1/22/2021,1822,35,2,0,102,1685
1/23/2021,1822,35,0,0,102,1685
1/24/2021,1822,35,0,0,102,1685
1/25/2021,1823,35,1,0,89,1699
1/26/2021,1825,35,2,0,86,1704
1/27/2021,1825,35,0,0,86,1704
1/28/2021,1972,35,147,0,177,1760
1/29/2021,2069,35,97,0,222,1812
1/30/2021,2165,35,96,0,276,1854
1/31/2021,2239,35,74,0,325,1879
2/1/2021,2287,35,48,0,355,1897
2/2/2021,2333,35,46,0,387,1911
2/3/2021,2373,35,40,0,415,1923
2/4/2021,2442,35,69,0,457,1950
2/5/2021,2465,35,23,0,476,1954
2/6/2021,2470,35,5,0,478,1957
2/7/2021,2495,35,25,0,494,1966
2/8/2021,2568,35,73,0,543,1990
2/9/2021,2585,35,17,0,557,1993
2/10/2021,2621,35,36,0,576,2010
2/11/2021,2694,35,73,0,577,2082
2/12/2021,2696,35,2,0,578,2083
2/13/2021,2774,35,78,0,631,2108
2/14/2021,2822,35,48,0,661,2126
2/15/2021,2884,35,62,0,693,2156
2/16/2021,2947,35,63,0,703,2209
2/17/2021,2968,35,21,0,720,2213
2/18/2021,2989,35,21,0,707,2247
2/19/2021,3007,35,18,0,700,2272
2/20/2021,3013,35,6,0,706,2272
2/21/2021,3031,35,18,0,646,2350
2/22/2021,3040,35,9,0,640,2365
2/23/2021,3049,35,9,0,649,2365
2/24/2021,3061,35,12,0,587,2439
2/25/2021,3069,35,8,0,581,2453
2/26/2021,3075,35,6,0,552,2488
2/27/2021,3081,35,6,0,553,2493
2/28/2021,3100,35,19,0,537,2528
3/1/2021,3100,35,0,0,537,2528
3/2/2021,3131,35,31,0,539,2557
3/3/2021,3142,35,11,0,549,2558
3/4/2021,3148,35,6,0,533,2580
3/5/2021,3154,35,6,0,539,2580
3/6/2021,3161,35,7,0,546,2580
3/7/2021,3173,35,12,0,557,2581
3/8/2021,3186,35,13,0,569,2582
3/9/2021,3188,35,2,0,487,2666
3/10/2021,3191,35,3,0,490,2666
3/11/2021,3195,35,4,0,450,2710
3/12/2021,3215,35,20,0,429,2751
3/13/2021,3218,35,3,0,432,2751
3/14/2021,3219,35,1,0,433,2751
3/15/2021,3222,35,3,0,407,2780
3/16/2021,3225,35,3,0,367,2823
3/17/2021,3232,35,7,0,334,2863
3/18/2021,3235,35,3,0,337,2863
3/19/2021,3236,35,1,0,338,2863
3/20/2021,3237,35,1,0,339,2863
3/21/2021,3237,35,0,0,339,2863
3/22/2021,3240,35,3,0,307,2898
3/23/2021,3240,35,0,0,294,2911
3/24/2021,3241,35,1,0,276,2930
3/25/2021,3244,35,3,0,279,2930
3/26/2021,3251,35,7,0,286,2930
3/27/2021,3251,35,0,0,243,2973
3/28/2021,3256,35,5,0,248,2973
3/29/2021,3259,35,3,0,251,2973
3/30/2021,3259,35,0,0,200,3024
3/31/2021,3268,35,9,0,209,3024
4/1/2021,3285,35,17,0,223,3027
4/2/2021,3288,35,3,0,202,3051
4/3/2021,3294,35,6,0,208,3051
4/4/2021,3299,35,5,0,213,3051
4/5/2021,3305,35,6,0,186,3084
4/6/2021,3317,35,12,0,191,3091
4/7/2021,3329,35,12,0,195,3099
4/8/2021,3338,35,9,0,204,3099
4/9/2021,3356,35,18,0,219,3102
4/10/2021,3365,35,9,0,228,3102
4/11/2021,3366,35,1,0,229,3102
4/12/2021,3379,35,13,0,225,3119
4/13/2021,3388,35,9,0,234,3119
4/14/2021,3411,35,23,0,253,3123
4/15/2021,3443,35,32,0,278,3130
4/16/2021,3460,35,17,0,292,3133
4/17/2021,3469,35,9,0,271,3163
4/18/2021,3472,35,3,0,274,3163
4/19/2021,3479,35,7,0,281,3163
4/20/2021,3488,35,9,0,275,3178
4/21/2021,3494,35,6,0,281,3178
4/22/2021,3505,35,11,0,291,3179
4/23/2021,3522,35,17,0,305,3182
4/24/2021,3525,35,3,0,308,3182
4/25/2021,3536,35,11,0,292,3209
4/26/2021,3545,35,9,0,301,3209
4/27/2021,3550,35,5,0,306,3209
4/28/2021,3558,35,8,0,314,3209
4/29/2021,3626,35,68,0,359,3232
4/30/2021,3647,35,21,0,377,3235
5/1/2021,3664,35,17,0,359,3270
5/2/2021,3689,35,25,0,378,3276
5/3/2021,3712,35,23,0,386,3291
5/4/2021,3730,35,18,0,401,3294
5/5/2021,3763,35,33,0,427,3301
5/6/2021,3870,35,107,0,495,3340
5/7/2021,3941,35,71,0,542,3364
5/8/2021,4091,35,150,0,603,3453
5/9/2021,4259,35,168,0,765,3459
5/10/2021,4475,35,216,0,970,3470
5/11/2021,4598,35,123,0,1076,3487
5/12/2021,4733,35,135,0,1208,3490
5/13/2021,4869,35,136,0,1333,3501
5/14/2021,5044,35,175,0,1499,3510
5/15/2021,5322,36,278,1,1771,3515
5/16/2021,5637,36,315,0,2079,3522
5/17/2021,5940,37,303,1,2313,3590
5/18/2021,6191,37,251,0,2544,3610
5/19/2021,6481,37,290,0,2817,3627
5/20/2021,6680,39,199,2,2989,3652
5/21/2021,6901,41,221,2,3187,3673
5/22/2021,7141,41,240,0,3411,3689
5/23/2021,7361,42,220,1,3597,3722
5/24/2021,7672,44,311,2,3800,3828
5/25/2021,8276,44,604,0,4335,3897
5/26/2021,8792,45,516,1,4700,4047
5/27/2021,9171,46,379,1,4911,4214
5/28/2021,9584,47,413,1,5108,4429
5/29/2021,10053,47,469,0,5455,4551
5/30/2021,10460,47,407,0,5727,4686
5/31/2021,10815,47,355,0,5946,4822
6/1/2021,11222,48,407,1,6177,4997
6/2/2021,11615,49,393,1,6292,5274
6/3/2021,12020,49,405,0,6383,5588
6/4/2021,12392,51,372,2,6450,5891
6/5/2021,12805,53,413,2,6612,6140
6/6/2021,13146,53,341,0,6665,6428
6/7/2021,13533,53,387,0,6853,6627
6/8/2021,13817,55,284,2,6914,6848
6/9/2021,14488,55,671,0,7347,7086
6/10/2021,14853,55,365,0,7492,7306
6/11/2021,15178,57,325,2,7504,7617
6/12/2021,15605,58,427,1,7328,8219
6/13/2021,16091,59,486,1,7298,8734
6/14/2021,16540,59,449,0,7369,9112
6/15/2021,17205,61,665,2,7619,9525
6/16/2021,17901,61,696,0,7848,9992
6/17/2021,18748,61,847,0,8288,10399
6/18/2021,19180,62,432,1,8364,10754
6/19/2021,19976,64,796,2,8752,11160
6/20/2021,20489,66,513,2,8872,11551
6/21/2021,20938,69,449,3,8915,11954
6/22/2021,21334,69,396,0,8942,12323
6/23/2021,21700,70,366,1,8894,12736
6/24/2021,22168,72,468,2,9020,13076
6/25/2021,23595,74,1427,2,10060,13461
6/26/2021,23879,74,284,0,10062,13743
6/27/2021,24482,76,603,2,9992,14414
6/28/2021,25142,76,660,0,10289,14777
6/29/2021,25752,80,610,4,10570,15102
6/30/2021,26490,81,738,1,10884,15525
7/1/2021,27667,81,1177,0,11576,16010
7/2/2021,28562,84,895,3,12019,16459
7/3/2021,30081,84,1519,0,12876,17121
7/4/2021,31549,86,1468,2,13646,17817
7/5/2021,33361,90,1812,4,14609,18662
7/6/2021,35059,97,1698,7,15872,19090
7/7/2021,36716,102,1657,5,16735,19879
7/8/2021,38883,105,2167,3,18391,20387
7/9/2021,41562,110,2679,5,20619,20833
7/10/2021,44614,112,3052,2,23278,21224
7/11/2021,47833,119,3219,7,26126,21588
7/12/2021,51759,125,3926,6,29585,22049
7/13/2021,55553,132,3794,7,31951,23470
7/14/2021,60390,138,4837,6,36505,23747
7/15/2021,66025,207,5635,69,41474,24344
7/16/2021,71525,225,5500,18,46365,24935
7/17/2021,77651,225,6126,0,51899,25527
7/18/2021,87428,254,9777,29,60909,26265
7/19/2021,94350,334,6922,80,66603,27413
7/20/2021,102263,334,7913,0,73701,28228
7/21/2021,111104,370,8841,36,80987,29747
7/22/2021,121317,396,10213,26,89742,31179
7/23/2021,133371,428,12054,32,99978,32965
7/24/2021,148639,462,15268,34,113546,34631
7/25/2021,161066,493,12427,31,124319,36254
7/26/2021,174068,524,13002,31,135154,38390
7/27/2021,187121,524,13053,0,145559,41038
7/28/2021,197938,630,10817,106,153218,44090
7/29/2021,210459,863,12521,233,162393,47203
7/30/2021,224723,1162,14264,299,172665,50896
7/31/2021,238948,1307,14225,145,183250,54391
8/1/2021,253168,1499,14220,192,192586,59083
8/2/2021,265464,1696,12296,197,199242,64526
8/3/2021,279365,2073,13901,377,207463,69829
