Date,Total cases,Total deaths,Daily cases,Daily deaths,Active cases,Recoveries
1/31/2023,11526497,43186,36,0,408,11482903
2/1/2023,11526508,43186,11,0,390,11482932
2/2/2023,11526522,43186,14,0,382,11482954
2/3/2023,11526543,43186,21,0,376,11482981
2/4/2023,11526559,43186,16,0,346,11483027
2/5/2023,11526566,43186,7,0,312,11483068
2/6/2023,11526577,43186,11,0,293,11483098
2/7/2023,11526591,43186,14,0,290,11483115
2/8/2023,11526610,43186,19,0,292,11483132
2/9/2023,11526627,43186,17,0,298,11483143
2/10/2023,11526640,43186,13,0,308,11483146
2/11/2023,11526651,43186,11,0,312,11483153
2/12/2023,11526692,43186,41,0,344,11483162
2/13/2023,11526704,43186,12,0,339,11483179
2/14/2023,11526754,43186,50,0,377,11483191
2/15/2023,11526773,43186,19,0,378,11483209
2/16/2023,11526786,43186,13,0,378,11483222
2/17/2023,11526799,43186,13,0,338,11483275
2/18/2023,11526806,43186,7,0,309,11483311
2/19/2023,11526810,43186,4,0,302,11483322
2/20/2023,11526825,43186,15,0,303,11483336
2/21/2023,11526834,43186,9,0,291,11483357
2/22/2023,11526858,43186,24,0,299,11483373
2/23/2023,11526870,43186,12,0,304,11483380
2/24/2023,11526881,43186,11,0,304,11483391
2/25/2023,11526891,43186,10,0,300,11483405
2/26/2023,11526901,43186,10,0,291,11483424
2/27/2023,11526905,43186,4,0,278,11483441
2/28/2023,11526917,43186,12,0,277,11483454
3/1/2023,11526926,43186,9,0,275,11483465
3/2/2023,11526937,43186,11,0,245,11483506
3/3/2023,11526950,43186,13,0,246,11483518
3/4/2023,11526962,43186,12,0,208,11483568
3/5/2023,11526966,43186,4,0,193,11483587
3/6/2023,11526966,43186,0,0,180,11483600
3/7/2023,11526986,43186,20,0,187,11483613
3/8/2023,11526994,43186,8,0,188,11483620
3/9/2023,11527012,43186,18,0,202,11483624
3/10/2023,11527026,43186,14,0,201,11483639
3/11/2023,11527033,43186,7,0,199,11483648
3/12/2023,11527037,43186,4,0,179,11483672
3/13/2023,11527046,43186,9,0,176,11483684
3/14/2023,11527054,43186,8,0,173,11483695
3/15/2023,11527079,43186,25,0,188,11483705
3/16/2023,11527099,43186,20,0,198,11483715
3/17/2023,11527110,43186,11,0,205,11483719
3/18/2023,11527116,43186,6,0,199,11483731
3/19/2023,11527139,43186,23,0,213,11483740
3/20/2023,11527146,43186,7,0,209,11483751
3/21/2023,11527157,43186,11,0,207,11483764
3/22/2023,11527175,43186,18,0,213,11483776
3/23/2023,11527187,43186,12,0,221,11483780
3/24/2023,11527195,43186,8,0,229,11483780
3/25/2023,11527203,43186,8,0,217,11483800
3/26/2023,11527210,43186,7,0,216,11483808
3/27/2023,11527220,43186,10,0,208,11483826
3/28/2023,11527236,43186,16,0,210,11483840
3/29/2023,11527255,43186,19,0,222,11483847
3/30/2023,11527285,43186,30,0,248,11483851
3/31/2023,11527301,43186,16,0,255,11483860
4/1/2023,11527316,43186,15,0,262,11483868
4/2/2023,11527326,43186,10,0,247,11483893
4/3/2023,11527366,43186,40,0,267,11483913
4/4/2023,11527403,43186,37,0,293,11483924
4/5/2023,11527454,43186,51,0,338,11483930
4/6/2023,11527497,43186,43,0,358,11483953
4/7/2023,11527579,43186,82,0,433,11483960
4/8/2023,11527701,43186,122,0,544,11483971
4/9/2023,11527745,43186,44,0,570,11483989
4/10/2023,11527859,43186,114,0,672,11484001
4/11/2023,11528042,43186,183,0,847,11484009
4/12/2023,11528303,43186,261,0,1100,11484017
4/13/2023,11528800,43186,497,0,1590,11484024
4/14/2023,11529581,43186,781,0,2361,11484034
4/15/2023,11530356,43186,775,0,3120,11484050
4/16/2023,11531072,43186,716,0,3817,11484069
4/17/2023,11532103,43186,1031,0,4818,11484099
4/18/2023,11533625,43186,1522,0,6324,11484115
4/19/2023,11535787,43186,2162,0,8471,11484130
4/20/2023,11538248,43186,2461,0,10922,11484140
4/21/2023,11540722,43186,2474,0,13356,11484180
4/22/2023,11543059,43187,2337,1,15655,11484217
4/23/2023,11544777,43187,1718,0,17323,11484267
4/24/2023,11546685,43187,1908,0,19188,11484310
4/25/2023,11549186,43188,2501,1,21606,11484392
4/26/2023,11551917,43188,2731,0,24216,11484513
4/27/2023,11554875,43188,2958,0,27130,11484557
4/28/2023,11557969,43188,3094,0,30110,11484671
4/29/2023,11559862,43188,1893,0,31820,11484854
4/30/2023,11561848,43191,1986,3,33542,11485115
5/1/2023,11563091,43191,1243,0,34291,11485609
5/2/2023,11564293,43195,1202,4,34708,11486390
5/3/2023,11565495,43195,1202,0,35139,11487161
5/4/2023,11567728,43195,2233,0,36656,11487877
5/5/2023,11571127,43196,3399,1,39023,11488908
5/6/2023,11573931,43196,2804,0,40306,11490429
5/7/2023,11575883,43196,1952,0,40096,11492591
5/8/2023,11577938,43197,2055,1,39689,11495052
5/9/2023,11580060,43197,2122,0,39338,11497525
5/10/2023,11582567,43198,2507,1,39507,11499862
5/11/2023,11585390,43200,2823,2,40611,11501579
5/12/2023,11587829,43201,2439,1,41143,11503485
5/13/2023,11589567,43201,1738,0,40381,11505985
5/14/2023,11590617,43201,1050,0,38700,11508716
5/15/2023,11592604,43201,1987,0,37729,11511674
5/16/2023,11594619,43201,2015,0,36650,11514768
5/17/2023,11596662,43201,2043,0,36800,11516661
5/18/2023,11598589,43201,1927,0,36741,11518647
5/19/2023,11600569,43201,1980,0,37478,11519890
5/20/2023,11601759,43202,1190,1,37465,11521092
5/21/2023,11602738,43203,979,1,37242,11522293
5/22/2023,11603960,43204,1222,1,36231,11524525
5/23/2023,11605398,43205,1438,1,34270,11527923
5/24/2023,11606479,43205,1081,0,32548,11530726
5/25/2023,11607654,43206,1175,1,31770,11532678
5/26/2023,11608697,43206,1043,0,30759,11534732
5/27/2023,11609537,43206,840,0,29477,11536854
5/28/2023,11609878,43206,341,0,27311,11539361
5/29/2023,11610724,43206,846,0,25334,11542184
5/30/2023,11611376,43206,652,0,23547,11544623
5/31/2023,11612608,43206,1232,0,23041,11546361
6/1/2023,11613559,43206,951,0,22942,11547411
6/2/2023,11614303,43206,744,0,21699,11549398
6/3/2023,11614583,43206,280,0,19964,11551413
6/4/2023,11615051,43206,468,0,18389,11553456
6/5/2023,11615377,43206,326,0,16788,11555383
6/6/2023,11616127,43206,750,0,15558,11557363
6/7/2023,11616702,43206,575,0,14943,11558553
6/8/2023,11617220,43206,518,0,14482,11559532
6/9/2023,11617497,43206,277,0,13537,11560754
6/10/2023,11617699,43206,202,0,12301,11562192
6/11/2023,11617814,43206,115,0,11335,11563273
6/12/2023,11617985,43206,171,0,10331,11564448
6/13/2023,11618184,43206,199,0,9487,11565491
6/14/2023,11618422,43206,238,0,8885,11566331
6/15/2023,11618751,43206,329,0,8873,11566672
6/16/2023,11619016,43206,265,0,8292,11567518
6/17/2023,11619267,43206,251,0,7891,11568170
6/18/2023,11619322,43206,55,0,6714,11569402
6/19/2023,11619451,43206,129,0,5892,11570353
6/20/2023,11619588,43206,137,0,5285,11571097
6/21/2023,11619703,43206,115,0,5120,11571377
6/22/2023,11619843,43206,140,0,4792,11571845
6/23/2023,11619990,43206,147,0,4613,11572171
6/24/2023,11620047,43206,57,0,3920,11572921
6/25/2023,11620076,43206,29,0,3374,11573496
6/26/2023,11620189,43206,113,0,2969,11574014
6/27/2023,11620264,43206,75,0,2767,11574291
6/28/2023,11620389,43206,125,0,2690,11574493
6/29/2023,11620482,43206,93,0,2668,11574608
6/30/2023,11620561,43206,79,0,2576,11574779
7/1/2023,11620596,43206,35,0,2412,11574978
7/2/2023,11620623,43206,27,0,2201,11575216
7/3/2023,11620708,43206,85,0,1957,11575545
7/4/2023,11620769,43206,61,0,1753,11575810
7/5/2023,11620833,43206,64,0,1566,11576061
7/6/2023,11620890,43206,57,0,1568,11576116
7/7/2023,11620947,43206,57,0,1496,11576245
7/8/2023,11621033,43206,86,0,1445,11576382
7/9/2023,11621057,43206,24,0,1354,11576497
7/10/2023,11621096,43206,39,0,1253,11576637
7/11/2023,11621143,43206,47,0,1153,11576784
7/12/2023,11621192,43206,49,0,1145,11576841
7/13/2023,11621228,43206,36,0,1152,11576870
7/14/2023,11621288,43206,60,0,1099,11576983
7/15/2023,11621320,43206,32,0,1056,11577058
7/16/2023,11621347,43206,27,0,958,11577183
7/17/2023,11621397,43206,50,0,915,11577276
7/18/2023,11621426,43206,29,0,865,11577355
7/19/2023,11621489,43206,63,0,893,11577390
7/20/2023,11621522,43206,33,0,899,11577417
7/21/2023,11621558,43206,36,0,850,11577502
7/22/2023,11621599,43206,41,0,830,11577563
7/23/2023,11621626,43206,27,0,793,11577627
7/24/2023,11621681,43206,55,0,791,11577684
7/25/2023,11621708,43206,27,0,761,11577741
7/26/2023,11621728,43206,20,0,695,11577827
7/27/2023,11621752,43206,24,0,695,11577851
7/28/2023,11621789,43206,37,0,693,11577890
7/29/2023,11621798,43206,9,0,655,11577937
7/30/2023,11621812,43206,14,0,620,11577986
7/31/2023,11621840,43206,28,0,612,11578022
8/1/2023,11621883,43206,43,0,595,11578082
8/2/2023,11621909,43206,26,0,589,11578114
8/3/2023,11621934,43206,25,0,587,11578141
8/4/2023,11621965,43206,31,0,568,11578191
8/5/2023,11621978,43206,13,0,552,11578220
8/6/2023,11621997,43206,19,0,508,11578283
8/7/2023,11622021,43206,24,0,499,11578316
8/8/2023,11622053,43206,32,0,495,11578352
8/9/2023,11622092,43206,39,0,493,11578393
8/10/2023,11622119,43206,27,0,493,11578420
8/11/2023,11622178,43206,59,0,497,11578475
8/12/2023,11622204,43206,26,0,496,11578502
8/13/2023,11622218,43206,14,0,490,11578522
8/14/2023,11622238,43206,20,0,486,11578546
8/15/2023,11622276,43206,38,0,487,11578583
8/16/2023,11622327,43206,51,0,529,11578592
8/17/2023,11622366,43206,39,0,554,11578606
8/18/2023,11622383,43206,17,0,543,11578634
8/19/2023,11622404,43206,21,0,521,11578677
8/20/2023,11622419,43206,15,0,510,11578703
8/21/2023,11622463,43206,44,0,529,11578728
8/22/2023,11622514,43206,51,0,549,11578759
8/23/2023,11622564,43206,50,0,586,11578772
8/24/2023,11622587,43206,23,0,590,11578791
8/25/2023,11622660,43206,73,0,639,11578815
8/26/2023,11622683,43206,23,0,630,11578847
8/27/2023,11622697,43206,14,0,605,11578886
8/28/2023,11622730,43206,33,0,611,11578913
8/29/2023,11622769,43206,39,0,591,11578972
8/30/2023,11622820,43206,51,0,616,11578998
8/31/2023,11622858,43206,38,0,640,11579012
9/1/2023,11622900,43206,42,0,662,11579032
9/2/2023,11622912,43206,12,0,636,11579070
9/3/2023,11622924,43206,12,0,597,11579121
9/4/2023,11622943,43206,19,0,577,11579160
9/5/2023,11622975,43206,32,0,592,11579177
9/6/2023,11623024,43206,49,0,620,11579198
9/7/2023,11623056,43206,32,0,637,11579213
9/8/2023,11623119,43206,63,0,656,11579257
9/9/2023,11623182,43206,63,0,668,11579308
9/10/2023,11623187,43206,5,0,623,11579358
9/11/2023,11623216,43206,29,0,629,11579381
9/12/2023,11623259,43206,43,0,599,11579454
9/13/2023,11623288,43206,29,0,605,11579477
9/14/2023,11623318,43206,30,0,621,11579491
9/15/2023,11623357,43206,39,0,627,11579524
9/16/2023,11623372,43206,15,0,603,11579563
9/17/2023,11623393,43206,21,0,573,11579614
9/18/2023,11623420,43206,27,0,562,11579652
9/19/2023,11623461,43206,41,0,561,11579694
9/20/2023,11623485,43206,24,0,573,11579706
9/21/2023,11623513,43206,28,0,589,11579718
9/22/2023,11623560,43206,47,0,617,11579737
9/23/2023,11623571,43206,11,0,596,11579769
9/24/2023,11623577,43206,6,0,553,11579818
9/25/2023,11623605,43206,28,0,549,11579850
9/26/2023,11623631,43206,26,0,512,11579913
9/27/2023,11623649,43206,18,0,467,11579976
9/28/2023,11623667,43206,18,0,480,11579981
9/29/2023,11623688,43206,21,0,472,11580010
9/30/2023,11623698,43206,10,0,439,11580053
10/1/2023,11623707,43206,9,0,419,11580082
10/2/2023,11623724,43206,17,0,406,11580112
10/3/2023,11623747,43206,23,0,390,11580151
10/4/2023,11623774,43206,27,0,402,11580166
10/5/2023,11623802,43206,28,0,409,11580187
10/6/2023,11623834,43206,32,0,414,11580214
10/7/2023,11623845,43206,11,0,384,11580255
10/8/2023,11623847,43206,2,0,362,11580279
10/9/2023,11623858,43206,11,0,345,11580307
10/10/2023,11623894,43206,36,0,334,11580354
10/11/2023,11623911,43206,17,0,340,11580365
10/12/2023,11623938,43206,27,0,361,11580371
10/13/2023,11623976,43206,38,0,371,11580399
10/14/2023,11623987,43206,11,0,356,11580425
10/15/2023,11624000,43206,13,0,351,11580443
10/16/2023,11624025,43206,25,0,358,11580461
10/17/2023,11624041,43206,16,0,353,11580482
10/18/2023,11624054,43206,13,0,356,11580492
10/19/2023,11624065,43206,11,0,358,11580501
10/20/2023,11624072,43206,7,0,348,11580518
10/21/2023,11624080,43206,8,0,333,11580541
10/22/2023,11624080,43206,0,0,306,11580568
10/23/2023,11624084,43206,4,0,282,11580596
10/24/2023,11624089,43206,5,0,255,11580628
10/25/2023,11624095,43206,6,0,250,11580639
10/26/2023,11624096,43206,1,0,249,11580641
10/27/2023,11624100,43206,4,0,242,11580652
10/28/2023,11624100,43206,0,0,206,11580688
10/29/2023,11624100,43206,0,0,189,11580705
10/30/2023,11624105,43206,5,0,167,11580732
10/31/2023,11624114,43206,9,0,138,11580770
11/1/2023,11624114,43206,0,0,127,11580781
11/2/2023,11624114,43206,0,0,114,11580794
11/3/2023,11624114,43206,0,0,89,11580819
11/4/2023,11624114,43206,0,0,73,11580835
11/5/2023,11624114,43206,0,0,60,11580848
11/6/2023,11624114,43206,0,0,49,11580859
11/7/2023,11624114,43206,0,0,42,11580866
11/8/2023,11624114,43206,0,0,34,11580874
11/9/2023,11624114,43206,0,0,34,11580874
11/10/2023,11624114,43206,0,0,30,11580878
11/11/2023,11624114,43206,0,0,25,11580883
11/12/2023,11624114,43206,0,0,19,11580889
11/13/2023,11624114,43206,0,0,18,11580890
11/14/2023,11624114,43206,0,0,14,11580894
11/15/2023,11624114,43206,0,0,14,11580894
11/16/2023,11624114,43206,0,0,14,11580894
11/17/2023,11624114,43206,0,0,9,11580899
11/18/2023,11624114,43206,0,0,0,11580908
11/19/2023,11624114,43206,0,0,0,11580908
11/20/2023,11624114,43206,0,0,0,11580908
11/21/2023,11624114,43206,0,0,0,11580908
11/22/2023,11624114,43206,0,0,0,11580908
11/23/2023,11624114,43206,0,0,0,11580908
11/24/2023,11624114,43206,0,0,0,11580908
11/25/2023,11624114,43206,0,0,0,11580908
11/26/2023,11624114,43206,0,0,0,11580908
11/27/2023,11624114,43206,0,0,0,11580908
11/28/2023,11624114,43206,0,0,0,11580908
11/29/2023,11624114,43206,0,0,0,11580908
11/30/2023,11624114,43206,0,0,0,11580908
12/1/2023,11624114,43206,0,0,0,11580908
12/2/2023,11624114,43206,0,0,0,11580908
12/3/2023,11624114,43206,0,0,0,11580908
12/4/2023,11624114,43206,0,0,0,11580908
12/5/2023,11624114,43206,0,0,0,11580908
12/6/2023,11624114,43206,0,0,0,11580908
12/7/2023,11624114,43206,0,0,0,11580908
12/8/2023,11624114,43206,0,0,0,11580908
12/9/2023,11624114,43206,0,0,0,11580908
12/10/2023,11624114,43206,0,0,0,11580908
12/11/2023,11624114,43206,0,0,0,11580908
12/12/2023,11624114,43206,0,0,0,11580908
12/13/2023,11624114,43206,0,0,0,11580908
12/14/2023,11624114,43206,0,0,0,11580908
12/15/2023,11624114,43206,0,0,0,11580908
12/16/2023,11624114,43206,0,0,0,11580908
12/17/2023,11624114,43206,0,0,0,11580908
12/18/2023,11624114,43206,0,0,0,11580908
12/19/2023,11624114,43206,0,0,0,11580908
12/20/2023,11624114,43206,0,0,0,11580908
12/21/2023,11624114,43206,0,0,0,11580908
12/22/2023,11624114,43206,0,0,0,11580908
12/23/2023,11624114,43206,0,0,0,11580908
12/24/2023,11624114,43206,0,0,0,11580908
12/25/2023,11624114,43206,0,0,0,11580908
12/26/2023,11624114,43206,0,0,0,11580908
12/27/2023,11624114,43206,0,0,0,11580908
12/28/2023,11624114,43206,0,0,0,11580908
12/29/2023,11624114,43206,0,0,0,11580908
12/30/2023,11624114,43206,0,0,0,11580908
12/31/2023,11624114,43206,0,0,0,11580908
