Date,Cases,Deaths,Daily cases,Daily deaths,Active cases (new),Active cases (old),Change in active cases,Recoveries (old),Recoveries (new)
19/4/2021,2261435,67130,24346,398,396986,396986,0,1797319,1797319
20/4/2021,2286927,67525,25492,395,408871,408871,0,1810531,1810531
21/4/2021,2311813,67913,24886,388,419942,419942,0,1823958,1823958
22/4/2021,2335905,68366,24092,453,429949,429949,0,1837590,1837590
23/4/2021,2358809,68746,22904,380,439272,439272,0,1850791,1850791
24/4/2021,2377039,69120,18230,374,444514,444514,0,1863405,1863405
25/4/2021,2396204,69574,19165,454,449113,449113,0,1877517,1877517
26/4/2021,2417230,70070,21026,496,454931,454931,0,1892229,1892229
27/4/2021,2438193,70532,20963,462,460471,460471,0,1907190,1907190
28/4/2021,2459906,70966,21713,434,465859,465859,0,1923081,1923081
29/4/2021,2479805,71351,19899,385,470390,470390,0,1938064,1938064
30/4/2021,2499077,71758,19272,407,472998,472998,0,1954321,1954321
1/5/2021,2516157,72090,17080,332,473003,473003,0,1971064,1971064
2/5/2021,2534855,72484,18698,394,474206,474206,0,1988165,1988165
3/5/2021,2555587,72875,20732,391,477763,477763,0,2004949,2004949
4/5/2021,2575737,73219,20150,344,479932,479932,0,2022586,2022586
5/5/2021,2591609,73568,15872,349,478614,478614,0,2039427,2039427
6/5/2021,2610018,73906,18409,338,478420,478420,0,2057692,2057692
7/5/2021,2627094,74241,17076,335,478764,478764,0,2074089,2074089
8/5/2021,2640670,74524,13576,283,473765,473765,0,2092381,2092381
9/5/2021,2654811,74910,14141,386,470199,470199,0,2109702,2109702
10/5/2021,2673219,75261,18408,351,470766,470766,0,2127192,2127192
11/5/2021,2691352,75568,18133,307,471587,471587,0,2144197,2144197
12/5/2021,2707761,75934,16409,366,469740,469740,0,2162087,2162087
13/5/2021,2722007,76231,14246,297,465886,465886,0,2179890,2179890
14/5/2021,2732152,76433,10145,202,459522,459522,0,2196197,2196197
15/5/2021,2739875,76633,7723,200,452391,452391,0,2210851,2210851
16/5/2021,2751166,76936,11291,303,448108,448108,0,2226122,2226122
17/5/2021,2765485,77222,14319,286,446240,446240,0,2242023,2242023
18/5/2021,2779415,77532,13930,310,443837,443837,0,2258046,2258046
19/5/2021,2792204,77765,12789,233,441720,441720,0,2272719,2272719
20/5/2021,2804632,77994,12428,229,436025,436025,0,2290613,2290613
21/5/2021,2815882,78194,11250,200,432864,432864,0,2304824,2304824
22/5/2021,2823887,78381,8005,187,425760,425760,0,2319746,2319746
23/5/2021,2832518,78597,8631,216,420132,420132,0,2333789,2333789
24/5/2021,2843523,78848,11005,251,416923,416923,0,2347752,2347752
25/5/2021,2855396,79056,11873,208,413912,413912,0,2362428,2362428
26/5/2021,2865864,79219,10468,163,407506,407506,0,2379139,2379139
27/5/2021,2875858,79384,9994,165,399934,399934,0,2396540,2396540
28/5/2021,2886111,79568,10253,184,396291,396291,0,2410252,2410252
29/5/2021,2893218,79741,7107,173,388444,388444,0,2425033,2425033
30/5/2021,2902094,79939,8876,198,380627,380627,0,2441528,2441528
31/5/2021,2913136,80156,11042,217,374296,374296,0,2458684,2458684
1/6/2021,2923823,80327,10687,171,365900,365900,0,2477596,2477596
2/6/2021,2935443,80488,11620,161,360847,360847,0,2494108,2494108
3/6/2021,2945100,80658,9657,170,355535,355535,0,2508907,2508907
4/6/2021,2954309,80813,9209,155,350794,350794,0,2522702,2522702
5/6/2021,2960751,80941,6442,128,342718,342718,0,2537092,2537092
6/6/2021,2966363,81063,5612,122,332899,332899,0,2552401,2552401
7/6/2021,2971270,81183,4907,120,324115,324115,0,2565972,2565972
8/6/2021,2980116,81362,8846,179,320491,320491,0,2578263,2578263
9/6/2021,2990714,81519,10598,157,318513,318513,0,2590682,2590682
10/6/2021,3003112,81672,12398,153,309349,309349,0,2612091,2612091
11/6/2021,3013078,81796,9966,124,306480,306480,0,2624802,2624802
12/6/2021,3020522,81911,7444,115,298330,298330,0,2640281,2640281
13/6/2021,3028717,82098,8195,187,293827,293827,0,2652792,2652792
14/6/2021,3039432,82217,10715,119,290614,290614,0,2666601,2666601
15/6/2021,3049648,82351,10216,134,284087,284087,0,2683210,2683210
16/6/2021,3060135,82480,10487,129,281221,281221,0,2696434,2696434
17/6/2021,3070426,82619,10291,139,279064,279064,0,2708743,2708743
18/6/2021,3080526,82746,10100,127,275168,275168,0,2722612,2722612
19/6/2021,3086974,82854,6448,108,268107,268107,0,2736013,2736013
20/6/2021,3095135,82965,8161,111,263850,263850,0,2748320,2748320
21/6/2021,3105620,83101,10485,136,262290,262290,0,2760229,2760229
22/6/2021,3117336,83217,11716,116,262414,262414,0,2771705,2771705
23/6/2021,3128395,83329,11059,112,261052,261052,0,2784014,2784014
24/6/2021,3140129,83473,11734,144,259551,259551,0,2797105,2797105
25/6/2021,3150949,83588,10820,115,257766,257766,0,2809595,2809595
26/6/2021,3157983,83711,7034,123,251568,251568,0,2822704,2822704
27/6/2021,3167741,83845,9758,134,248263,248263,0,2835633,2835633
28/6/2021,3180092,83985,12351,140,248065,248065,0,2848042,2848042
29/6/2021,3192809,84127,12717,142,246421,246421,0,2862261,2862261
30/6/2021,3204557,84264,11748,137,243465,243465,0,2876828,2876828
1/7/2021,3218860,84389,14303,125,244532,244532,0,2889939,2889939
2/7/2021,3232696,84516,13836,127,246040,246040,0,2902140,2902140
3/7/2021,3241037,84627,8341,111,241580,241580,0,2914830,2914830
4/7/2021,3254818,84792,13781,165,243760,243760,0,2926266,2926266
5/7/2021,3270843,84949,16025,157,245020,245020,0,2940874,2940874
6/7/2021,3286923,85095,16080,146,248242,248242,0,2953586,2953586
7/7/2021,3304135,85261,17212,166,251053,251053,0,2967821,2967821
8/7/2021,3327526,85397,23391,136,261110,261110,0,2981019,2981019
9/7/2021,3344122,85543,16596,146,263384,263384,0,2995195,2995195
10/7/2021,3355786,85694,11664,151,260002,260002,0,3010090,3010090
11/7/2021,3373450,85859,17664,165,261680,261680,0,3025911,3025911
12/7/2021,3394279,86041,20829,182,266697,266697,0,3041541,3041541
13/7/2021,3417029,86207,22750,166,274662,274662,0,3056160,3056160
14/7/2021,3440400,86391,23371,184,284066,284066,0,3069943,3069943
15/7/2021,3464055,86592,23655,201,291446,291446,0,3086017,3086017
16/7/2021,3485940,86791,21885,199,297531,297531,0,3101618,3101618
17/7/2021,3501079,86966,15139,175,295764,295764,0,3118349,3118349
18/7/2021,3523263,87161,22184,195,301042,301042,0,3135060,3135060
19/7/2021,3548704,87374,25441,213,308677,308677,0,3152653,3152653
20/7/2021,3576148,87624,27444,250,319690,319690,0,3168834,3168834
21/7/2021,3603527,87837,27379,213,329744,329744,0,3185946,3185946
22/7/2021,3623840,88063,20313,226,331641,331641,0,3204136,3204136
23/7/2021,3645654,88273,21814,210,336936,336936,0,3220445,3220445
24/7/2021,3664286,88532,18632,259,336582,336582,0,3239172,3239172
25/7/2021,3691432,88800,27146,268,345776,345776,0,3256856,3256856
26/7/2021,3723246,89122,31814,322,359778,359778,0,3274346,3274346
27/7/2021,3758197,89479,34951,357,376739,376739,0,3291979,3291979
28/7/2021,3792014,89782,33817,303,392069,392069,0,3310163,3310163
29/7/2021,3826447,90074,34433,292,407308,407308,0,3329065,3329065
30/7/2021,3851162,90344,24715,270,412455,412455,0,3348363,3348363
31/7/2021,3871008,90630,19846,286,413106,413106,0,3367272,3367272
1/8/2021,3903519,90996,32511,366,427328,427328,0,3385195,3385195
2/8/2021,3940708,91407,37189,411,444768,444768,0,3404533,3404533
3/8/2021,3979727,91785,39019,378,463292,463292,0,3424650,3424650
4/8/2021,4019084,92194,39357,409,482092,482092,0,3444798,3444798
5/8/2021,4057758,92628,38674,434,497365,497365,0,3467765,3467765
6/8/2021,4092671,93086,34913,458,507117,507117,0,3492468,3492468
7/8/2021,4119110,93473,26439,387,510374,510374,0,3515263,3515263
8/8/2021,4158729,94015,39619,542,525679,525679,0,3539035,3539035
9/8/2021,4199537,94603,40808,588,539359,539359,0,3565575,3565575
10/8/2021,4238676,95111,39139,508,552252,552252,0,3591313,3591313
11/8/2021,4281217,95647,42541,536,567346,567346,0,3618224,3618224
12/8/2021,4320266,96215,39049,568,577035,577035,0,3647016,3647016
13/8/2021,4359385,96742,39119,527,588114,588114,0,3674529,3674529
14/8/2021,4389085,97208,29700,466,591049,591049,0,3700828,3700828
15/8/2021,4425821,97828,36736,620,599053,599053,0,3728940,3728940
16/8/2021,4467015,98483,41194,655,611375,611375,0,3757157,3757157
17/8/2021,4517243,99108,50228,625,631647,631647,0,3786488,3786488
18/8/2021,4556417,99691,39174,583,642599,642599,0,3814127,3814127
19/8/2021,4587683,100255,31266,564,646860,646860,0,3840568,3840568
20/8/2021,4616516,100810,28833,555,647510,647510,0,3868196,3868196
21/8/2021,4640695,101354,24179,544,636533,636533,0,3902808,3902808
22/8/2021,4677114,102038,36419,684,642604,642604,0,3932472,3932472
23/8/2021,4715771,102648,38657,610,652099,652099,0,3961024,3961024
24/8/2021,4756394,103357,40623,709,659826,659826,0,3993211,3993211
25/8/2021,4796377,104022,39983,665,671511,671511,0,4020844,4020844
26/8/2021,4833135,104716,36758,694,675397,675397,0,4053022,4053022
27/8/2021,4869414,105287,36279,571,679136,679136,0,4084991,4084991
28/8/2021,4895448,105901,26034,614,672449,672449,0,4117098,4117098
29/8/2021,4926964,106482,31516,581,673740,673740,0,4146742,4146742
30/8/2021,4960744,107151,33780,669,678188,678188,0,4175405,4175405
31/8/2021,4992063,107794,31319,643,678342,678342,0,4205927,4205927
1/9/2021,5025233,108393,33170,599,679525,679525,0,4237315,4237315
2/9/2021,5055512,108988,30279,595,677016,677016,0,4269508,4269508
3/9/2021,5083133,109549,27621,561,671573,671573,0,4302011,4302011
4/9/2021,5103537,110064,20404,515,660581,660581,0,4332892,4332892
5/9/2021,5129407,110674,25870,610,655919,655919,0,4362814,4362814
6/9/2021,5156986,111257,27579,583,651646,651646,0,4394083,4394083
7/9/2021,5184124,111892,27138,635,649492,649492,0,4422740,4422740
8/9/2021,5210978,112430,26854,538,644897,644897,0,4453651,4453651
9/9/2021,5237799,112935,26821,505,643050,643050,0,4481814,4481814
10/9/2021,5258913,113380,21114,445,635628,635628,0,4509905,4509905
11/9/2021,5275567,113824,16654,444,623324,623324,0,4538419,4538419
12/9/2021,5295786,114311,20219,487,613239,613239,0,4568236,4568236
13/9/2021,5318327,114759,22541,448,606353,606353,0,4597215,4597215
14/9/2021,5340656,115167,22329,408,598462,598462,0,4627027,4627027
15/9/2021,5360387,115619,19731,452,590210,590210,0,4654558,4654558
16/9/2021,5378408,116072,18021,453,579632,579632,0,4682704,4682704
17/9/2021,5396013,116436,17605,364,571382,571382,0,4708195,4708195
18/9/2021,5408860,116791,12847,355,555173,555173,0,4736896,4736896
19/9/2021,5424835,117182,15975,391,542655,542655,0,4764998,4764998
20/9/2021,5442232,117526,17397,344,532589,532589,0,4792117,4792117
21/9/2021,5459796,117905,17564,379,522668,522668,0,4819223,4819223
22/9/2021,5477229,118191,17433,286,512267,512267,0,4846771,4846771
23/9/2021,5493591,118508,16362,317,502218,502218,0,4872865,4872865
24/9/2021,5508885,118792,15294,284,492217,492217,0,4897876,4897876
25/9/2021,5519728,119072,10843,280,479678,479678,0,4920978,4920978
26/9/2021,5533520,119360,13792,288,470073,470073,0,4944087,4944087
27/9/2021,5547990,119649,14470,289,462243,462243,0,4966098,4966098
28/9/2021,5559691,119888,11701,239,451694,451694,0,4988109,4988109
29/9/2021,5572962,120160,13271,272,443129,443129,0,5009673,5009673
30/9/2021,5587040,120428,14078,268,434920,434920,0,5031692,5031692
1/10/2021,5601565,120663,14525,235,427351,427351,0,5053551,5053551
2/10/2021,5611700,120880,10135,217,415338,415338,0,5075482,5075482
3/10/2021,5624128,121109,12428,229,407392,407392,0,5095627,5095627
4/10/2021,5638735,121347,14607,238,401592,401592,0,5115796,5115796
5/10/2021,5651961,121563,13226,216,394511,394511,0,5135887,5135887
6/10/2021,5662458,121779,10497,216,387631,387631,0,5153048,5153048
7/10/2021,5674083,122012,11625,233,382072,382072,0,5169999,5169999
8/10/2021,5683980,122197,9897,185,375687,375687,0,5186096,5186096
9/10/2021,5691634,122370,7654,173,367749,367749,0,5201515,5201515
10/10/2021,5702890,122592,11256,222,362299,362299,0,5217999,5217999
11/10/2021,5716394,122868,13504,276,359516,359516,0,5234010,5234010
12/10/2021,5729785,123081,13391,213,356748,356748,0,5249956,5249956
13/10/2021,5742083,123275,12298,194,354033,354033,0,5264775,5264775
14/10/2021,5754047,123498,11964,223,349925,349925,0,5280624,5280624
15/10/2021,5765904,123695,11857,197,347228,347228,0,5294981,5294981
16/10/2021,5773419,123876,7515,181,339551,339551,0,5309992,5309992
17/10/2021,5784815,124075,11396,199,336632,336632,0,5324108,5324108
18/10/2021,5796659,124256,11844,181,339099,339099,0,5333304,5333304
19/10/2021,5809967,124423,13308,167,338061,338061,0,5347483,5347483
20/10/2021,5821737,124585,11770,162,335963,335963,0,5361189,5361189
21/10/2021,5833525,124763,11788,178,333287,333287,0,5375475,5375475
22/10/2021,5844589,124928,11064,165,331165,331165,0,5388496,5388496
23/10/2021,5851670,125052,7081,124,323753,323753,0,5402865,5402865
24/10/2021,5860844,125223,9174,171,318930,318930,0,5416691,5416691
25/10/2021,5868360,125363,7516,140,313015,313015,0,5429982,5429982
26/10/2021,5877456,125519,9096,156,308694,308694,0,5443243,5443243
27/10/2021,5888100,125716,10644,197,307055,307055,0,5455329,5455329
28/10/2021,5899509,125875,11409,159,305014,305014,0,5468620,5468620
29/10/2021,5909402,125998,9893,123,301667,301667,0,5481737,5481737
30/10/2021,5916211,126126,6809,128,295396,295396,0,5494689,5494689
31/10/2021,5924638,126303,8427,177,289520,289520,0,5508815,5508815
1/11/2021,5934495,126456,9857,153,286108,286108,0,5521931,5521931
2/11/2021,5944599,126616,10104,160,283316,283316,0,5534667,5534667
3/11/2021,5954962,126763,10363,147,280850,280850,0,5547349,5547349
4/11/2021,5964824,126921,9862,158,276952,276952,0,5560951,5560951
5/11/2021,5973457,127053,8633,132,272158,272158,0,5574246,5574246
6/11/2021,5980260,127173,6803,120,264542,264542,0,5588545,5588545
7/11/2021,5987814,127299,7554,126,258751,258751,0,5601764,5601764
8/11/2021,5996155,127439,8341,140,253256,253256,0,5615460,5615460
9/11/2021,6004460,127551,8305,112,247313,247313,0,5629596,5629596
10/11/2021,6012408,127686,7948,135,241341,241341,0,5643381,5643381
11/11/2021,6019947,127809,7539,123,235691,235691,0,5656447,5656447
12/11/2021,6027269,127918,7322,109,228695,228695,0,5670656,5670656
13/11/2021,6031575,128042,4306,124,220075,220075,0,5683458,5683458
14/11/2021,6037718,128167,6143,125,213602,213602,0,5695949,5695949
15/11/2021,6045212,128272,7494,105,208687,208687,0,5708253,5708253
16/11/2021,6051642,128406,6430,134,202343,202343,0,5720893,5720893
17/11/2021,6057893,128531,6251,125,195181,195181,0,5734181,5734181
18/11/2021,6063775,128634,5882,103,188654,188654,0,5746487,5746487
19/11/2021,6069559,128734,5784,100,181447,181447,0,5759378,5759378
20/11/2021,6073098,128852,3539,118,172883,172883,0,5771363,5771363
21/11/2021,6077438,128956,4340,104,165057,165057,0,5783425,5783425
22/11/2021,6082865,129045,5427,89,158760,158760,0,5795060,5795060
23/11/2021,6088009,129185,5144,140,151735,151735,0,5807089,5807089
24/11/2021,6092822,129280,4813,95,144517,144517,0,5819025,5819025
25/11/2021,6097672,129376,4850,96,137643,137643,0,5830653,5830653
26/11/2021,6102056,129462,4384,86,130724,130724,0,5841870,5841870
27/11/2021,6105101,129549,3045,87,122486,122486,0,5853066,5853066
28/11/2021,6108882,129629,3781,80,116005,116005,0,5863248,5863248
29/11/2021,6113192,129711,4310,82,110040,110040,0,5873441,5873441
30/11/2021,6117445,129830,4253,119,104145,104145,0,5883470,5883470
1/12/2021,6121757,129912,4312,82,99271,99271,0,5892574,5892574
2/12/2021,6125596,129988,3839,76,94076,94076,0,5901532,5901532
3/12/2021,6129199,130066,3603,78,90232,90232,0,5908901,5908901
4/12/2021,6131356,130124,2157,58,85033,85033,0,5916199,5916199
5/12/2021,6134465,130200,3109,76,80949,80949,0,5923316,5923316
6/12/2021,6137821,130277,3356,77,77042,77042,0,5930502,5930502
7/12/2021,6141335,130356,3514,79,74004,74004,0,5936975,5936975
8/12/2021,6144644,130446,3309,90,70731,70731,0,5943467,5943467
9/12/2021,6147872,130524,3228,78,66923,66923,0,5950425,5950425
10/12/2021,6150843,130603,2971,79,63223,63223,0,5957017,5957017
11/12/2021,6152524,130661,1681,58,58490,58490,0,5963373,5963373
12/12/2021,6154813,130722,2289,61,54500,54500,0,5969591,5969591
13/12/2021,6157519,130764,2706,42,51351,51351,0,5975404,5975404
14/12/2021,6160303,130831,2784,67,48906,48906,0,5980566,5980566
15/12/2021,6162954,130883,2651,52,46336,46336,0,5985735,5985735
16/12/2021,6165454,130946,2500,63,43610,43610,0,5990898,5990898
17/12/2021,6167650,130992,2196,46,40924,40924,0,5995734,5995734
18/12/2021,6169011,131033,1361,41,38118,38118,0,5999860,5999860
19/12/2021,6170979,131083,1968,50,35619,35619,0,6004277,6004277
20/12/2021,6173369,131124,2390,41,32756,32756,0,6009489,6009489
21/12/2021,6175782,131167,2413,43,31920,31920,0,6012695,6012695
22/12/2021,6177885,131211,2103,44,30350,30350,0,6016324,6016324
23/12/2021,6179817,131262,1932,51,29212,29212,0,6019343,6019343
24/12/2021,6181784,131306,1967,44,28328,28328,0,6022150,6022150
25/12/2021,6182905,131348,1121,42,27346,27346,0,6024211,6024211
26/12/2021,6184762,131400,1857,52,26984,26984,0,6026378,6026378
27/12/2021,6186729,131434,1967,34,26800,26800,0,6028495,6028495
28/12/2021,6188857,131474,2128,40,26751,26751,0,6030632,6030632
29/12/2021,6190762,131527,1905,53,26620,26620,0,6032615,6032615
30/12/2021,6192698,131572,1936,45,26305,26305,0,6034821,6034821
31/12/2021,6194401,131606,1703,34,25705,25705,0,6037090,6037090
1/1/2022,6195403,131639,1002,33,24593,24593,0,6039171,6039171
2/1/2022,6196913,131680,1510,41,24336,24336,0,6040897,6040897
3/1/2022,6198590,131702,1677,22,24299,24299,0,6042589,6042589
4/1/2022,6200296,131736,1706,34,24313,24313,0,6044247,6044247
5/1/2022,6201467,131778,1171,42,23799,23799,0,6045890,6045890
6/1/2022,6203046,131802,1579,24,23716,23716,0,6047528,6047528
7/1/2022,6204224,131821,1178,19,23446,23446,0,6048957,6048957
8/1/2022,6204925,131847,701,26,22595,22595,0,6050483,6050483
9/1/2022,6206405,131878,1480,31,22715,22715,0,6051812,6051812
10/1/2022,6208337,131915,1932,37,23181,23181,0,6053241,6053241
11/1/2022,6210298,131940,1961,25,23688,23688,0,6054670,6054670
12/1/2022,6212387,131972,2089,32,23782,23782,0,6056633,6056633
13/1/2022,6214781,132002,2394,30,24193,24193,0,6058586,6058586
14/1/2022,6217320,132026,2539,24,24614,24614,0,6060680,6060680
15/1/2022,6218741,132044,1421,18,24064,24064,0,6062633,6062633
16/1/2022,6221033,132075,2292,31,24312,24312,0,6064646,6064646
17/1/2022,6224196,132095,3163,20,25282,25282,0,6066819,6066819
18/1/2022,6227849,132113,3653,18,26753,26753,0,6068983,6068983
19/1/2022,6231909,132132,4060,19,28560,28560,0,6071217,6071217
20/1/2022,6236567,132152,4658,20,31003,31003,0,6073412,6073412
21/1/2022,6241843,132172,5276,20,33941,33941,0,6075730,6075730
22/1/2022,6245346,132202,3503,30,35120,35120,0,6078024,6078024
23/1/2022,6250490,132230,5144,28,37917,37917,0,6080343,6080343
24/1/2022,6258181,132251,7691,21,43171,43171,0,6082759,6082759
25/1/2022,6267559,132274,9378,23,50212,50212,0,6085073,6085073
26/1/2022,6279410,132303,11851,29,58740,58740,0,6088367,6088367
27/1/2022,6293695,132333,14285,30,69482,69482,0,6091880,6091880
28/1/2022,6310452,132356,16757,23,82682,82682,0,6095414,6095414
29/1/2022,6322183,132380,11731,24,91128,91128,0,6098675,6098675
30/1/2022,6344179,132424,21996,44,109465,109465,0,6102290,6102290
31/1/2022,6373174,132454,28995,30,134278,134278,0,6106442,6106442
1/2/2022,6408244,132504,35070,50,165125,165125,0,6110615,6110615
2/2/2022,6446404,132563,38160,59,198707,198707,0,6115134,6115134
3/2/2022,6483799,132624,37395,61,229822,229822,0,6121353,6121353
4/2/2022,6520707,132681,36908,57,257460,257460,0,6130566,6130566
5/2/2022,6543837,132745,23130,64,272400,272400,0,6138692,6138692
6/2/2022,6579266,132830,35429,85,293528,293528,0,6152908,6152908
7/2/2022,6619085,132934,39819,104,314564,314564,0,6171587,6171587
8/2/2022,6657842,133048,38757,114,333048,333048,0,6191746,6191746
9/2/2022,6696927,133164,39085,116,347854,347854,0,6215909,6215909
10/2/2022,6730608,133294,33681,130,359231,359231,0,6238083,6238083
11/2/2022,6761855,133437,31247,143,368178,368178,0,6260240,6260240
12/2/2022,6780453,133570,18598,133,365609,365609,0,6281274,6281274
13/2/2022,6806265,133718,25812,148,373820,373820,0,6298727,6298727
14/2/2022,6835221,133886,28956,168,374135,374135,0,6327200,6327200
15/2/2022,6860255,134053,25034,167,374660,374660,0,6351542,6351542
16/2/2022,6876565,134238,16310,185,368649,368649,0,6373678,6373678
17/2/2022,6894110,134420,17545,182,356869,356869,0,6402821,6402821
18/2/2022,6913427,134607,19317,187,351432,351432,0,6427388,6427388
19/2/2022,6925485,134798,12058,191,332058,332058,0,6458629,6458629
20/2/2022,6942452,135040,16967,242,317492,317492,0,6489920,6489920
21/2/2022,6961562,135276,19110,236,308850,308850,0,6517436,6517436
22/2/2022,6983635,135499,22073,223,308383,308383,0,6539753,6539753
23/2/2022,6998975,135726,15340,227,301873,301873,0,6561376,6561376
24/2/2022,7011932,135952,12957,226,296212,296212,0,6579768,6579768
25/2/2022,7023904,136166,11972,214,285321,285321,0,6602417,6602417
26/2/2022,7030943,136390,7039,224,277920,277920,0,6616633,6616633
27/2/2022,7040467,136631,9524,241,269710,269710,0,6634126,6634126
28/2/2022,7051429,136838,10962,207,262403,262403,0,6652188,6652188
1/3/2022,7060741,137064,9312,226,257975,257975,0,6665702,6665702
2/3/2022,7066975,137267,6234,203,251630,251630,0,6678078,6678078
3/3/2022,7073747,137439,6772,172,239814,239814,0,6696494,6696494
4/3/2022,7080217,137593,6470,154,233493,233493,0,6709131,6709131
5/3/2022,7084306,137747,4089,154,223897,227555,-3658,6719004,6722662
6/3/2022,7089892,137948,5586,201,213126,221626,-8500,6730318,6738818
7/3/2022,7096318,138116,6426,168,202040,218391,-16351,6739811,6756162
8/3/2022,7102159,138260,5841,144,188588,216829,-28241,6747070,6775311
9/3/2022,7107167,138433,5008,173,181509,214500,-32991,6754234,6787225
10/3/2022,7113591,138572,6424,139,171000,213127,-42127,6761892,6804019
11/3/2022,7117544,138692,3953,120,155862,210581,-54719,6768271,6822990
12/3/2022,7119763,138831,2219,139,135989,206735,-70746,6774197,6844943
13/3/2022,7123093,138949,3330,118,124000,204195,-80195,6779949,6860144
14/3/2022,7126906,139063,3813,114,114860,201910,-87050,6785933,6872983
15/3/2022,7130129,139180,3223,117,106108,199095,-92987,6791854,6884841
16/3/2022,7133139,139289,3010,109,102087,195500,-93413,6798350,6891763
17/3/2022,7135719,139387,2580,98,95154,191251,-96097,6805081,6901178
18/3/2022,7137894,139478,2175,91,86374,186411,-100037,6812005,6912042
19/3/2022,7139217,139550,1323,72,78404,182495,-104091,6817172,6921263
20/3/2022,7141031,139610,1814,60,73996,178900,-104904,6822521,6927425
21/3/2022,7142289,139662,1258,52,68490,173913,-105423,6828714,6934137
22/3/2022,7143409,139735,1120,73,63119,170323,-107204,6833351,6940555
23/3/2022,7144532,139802,1123,67,60159,167009,-106850,6837721,6944571
24/3/2022,7145877,139865,1345,63,55922,163909,-107987,6842103,6950090
25/3/2022,7147407,139917,1530,52,51037,161260,-110223,6846230,6956453
26/3/2022,7148789,139971,1382,54,46576,158293,-111717,6850525,6962242
27/3/2022,7151088,140021,2299,50,43871,156251,-112380,6854816,6967196
28/3/2022,7154003,140063,2915,42,40370,155168,-114798,6858772,6973570
29/3/2022,7156746,140109,2743,46,39156,153339,-114183,6863298,6977481
30/3/2022,7159733,140158,2987,49,39921,151140,-111219,6868435,6979654
31/3/2022,7162220,140204,2487,46,39081,148374,-109293,6873642,6982935
1/4/2022,7164484,140240,2264,36,37542,146410,-108868,6877834,6986702
2/4/2022,7166371,140277,1887,37,36205,144064,-107859,6882030,6989889
3/4/2022,7167646,140315,1275,38,34469,140389,-105920,6886942,6992862
4/4/2022,7171165,140368,3519,53,35393,140029,-104636,6890768,6995404
5/4/2022,7175780,140407,4615,39,37847,139412,-101565,6895961,6997526
6/4/2022,7180008,140451,4228,44,40747,139460,-98713,6900097,6998810
7/4/2022,7183808,140492,3800,41,42736,138583,-95847,6904733,7000580
8/4/2022,7186992,140528,3184,36,44667,136497,-91830,6909967,7001797
9/4/2022,7188749,140577,1757,49,45291,134238,-88947,6913934,7002881
10/4/2022,7191643,140616,2894,39,47072,132167,-85095,6918860,7003955
11/4/2022,7194768,140650,3125,34,48857,131489,-82632,6922629,7005261
12/4/2022,7197505,140678,2737,28,50070,129785,-79715,6927042,7006757
13/4/2022,7199861,140711,2356,33,51039,128641,-77602,6930509,7008111
14/4/2022,7202055,140744,2194,33,50934,126647,-75713,6934664,7010377
15/4/2022,7204049,140777,1994,33,50013,124792,-74779,6938480,7013259
16/4/2022,7205064,140800,1015,23,48295,122044,-73749,6942220,7015969
17/4/2022,7206959,140829,1895,29,47197,120286,-73089,6945844,7018933
18/4/2022,7208968,140854,2009,25,46723,119168,-72445,6948946,7021391
19/4/2022,7210788,140877,1820,23,46281,117904,-71623,6952007,7023630
20/4/2022,7212395,140896,1607,19,46005,116558,-70553,6954941,7025494
21/4/2022,7213808,140919,1413,23,46139,114844,-68705,6958045,7026750
22/4/2022,7214904,140930,1096,11,43728,113004,-69276,6960970,7030246
23/4/2022,7215512,140962,608,32,39700,110559,-70859,6963991,7034850
24/4/2022,7216040,140975,528,13,36019,108111,-72092,6966954,7039046
25/4/2022,7217117,140996,1077,21,33288,106651,-73363,6969470,7042833
26/4/2022,7218424,141024,1307,28,31404,105114,-73710,6972286,7045996
27/4/2022,7219433,141041,1009,17,30667,103245,-72578,6975147,7047725
28/4/2022,7220402,141058,969,17,28742,101584,-72842,6977760,7050602
29/4/2022,7221121,141072,719,14,26339,99566,-73227,6980483,7053710
30/4/2022,7221653,141083,532,11,24137,97068,-72931,6983502,7056433
1/5/2022,7222308,141096,655,13,22434,94696,-72262,6986516,7058778
2/5/2022,7223005,141114,697,18,20932,92533,-71601,6989358,7060959
3/5/2022,7223576,141131,571,17,19510,90444,-70934,6992001,7062935
4/5/2022,7223828,141138,252,7,18757,87833,-69076,6994857,7063933
5/5/2022,7224056,141145,228,7,17090,85861,-68771,6997050,7065821
6/5/2022,7224431,141157,375,12,15451,83565,-68114,6999709,7067823
7/5/2022,7224701,141165,270,8,13905,81278,-67373,7002258,7069631
8/5/2022,7225189,141177,488,12,12782,78592,-65810,7005420,7071230
9/5/2022,7225759,141189,570,12,11939,76339,-64400,7008231,7072631
10/5/2022,7226219,141192,460,3,11312,74329,-63017,7010698,7073715
11/5/2022,7226672,141198,453,6,11154,72704,-61550,7012770,7074320
12/5/2022,7227043,141201,371,3,11000,71059,-60059,7014783,7074842
13/5/2022,7227428,141209,385,8,10303,69542,-59239,7016677,7075916
14/5/2022,7227683,141216,255,7,9252,67599,-58347,7018868,7077215
15/5/2022,7228051,141224,368,8,8610,65992,-57382,7020835,7078217
16/5/2022,7228434,141232,383,8,8024,64291,-56267,7022911,7079178
17/5/2022,7228786,141236,352,4,7661,62763,-55102,7024787,7079889
