Date,Cases,Deaths,Daily cases,Daily deaths,Recoveries,Active cases
15/2/2020,0,0,,,0,0
16/2/2020,0,0,0,0,0,0
17/2/2020,0,0,0,0,0,0
18/2/2020,0,0,0,0,0,0
19/2/2020,0,0,0,0,0,0
20/2/2020,0,0,0,0,0,0
21/2/2020,0,0,0,0,0,0
22/2/2020,0,0,0,0,0,0
23/2/2020,0,0,0,0,0,0
24/2/2020,0,0,0,0,0,0
25/2/2020,0,0,0,0,0,0
26/2/2020,0,0,0,0,0,0
27/2/2020,0,0,0,0,0,0
28/2/2020,0,0,0,0,0,0
29/2/2020,0,0,0,0,0,0
1/3/2020,0,0,0,0,0,0
2/3/2020,0,0,0,0,0,0
3/3/2020,0,0,0,0,0,0
4/3/2020,1,0,1,0,0,1
5/3/2020,1,0,0,0,0,1
6/3/2020,5,0,4,0,0,5
7/3/2020,6,0,1,0,0,6
8/3/2020,11,0,5,0,0,11
9/3/2020,17,0,6,0,0,17
10/3/2020,22,0,5,0,0,22
11/3/2020,31,0,9,0,0,31
12/3/2020,51,1,20,1,0,50
13/3/2020,68,2,17,1,0,66
14/3/2020,104,3,36,1,1,100
15/3/2020,125,3,21,0,1,121
16/3/2020,177,4,52,1,1,172
17/3/2020,238,5,61,1,1,232
18/3/2020,287,5,49,0,1,281
19/3/2020,355,5,68,0,1,349
20/3/2020,425,5,70,0,1,419
21/3/2020,536,5,111,0,1,530
22/3/2020,634,7,98,2,1,626
23/3/2020,749,8,115,1,1,740
24/3/2020,901,10,152,2,1,890
25/3/2020,1051,14,150,4,7,1030
26/3/2020,1221,16,170,2,7,1198
27/3/2020,1389,16,168,0,7,1366
28/3/2020,1638,18,249,2,7,1613
29/3/2020,1862,22,224,4,7,1833
30/3/2020,2055,31,193,9,7,2017
31/3/2020,2311,33,256,2,7,2271
1/4/2020,2554,43,243,10,56,2455
2/4/2020,2946,57,392,14,56,2833
3/4/2020,3383,71,437,14,56,3256
4/4/2020,3627,79,244,8,116,3432
5/4/2020,4102,94,475,15,134,3874
6/4/2020,4413,107,311,13,162,4144
7/4/2020,4848,129,435,22,191,4528
8/4/2020,5205,159,357,30,222,4824
9/4/2020,5575,174,370,15,284,5117
10/4/2020,5955,181,380,7,318,5456
11/4/2020,6356,208,401,27,375,5773
12/4/2020,6674,232,318,24,439,6003
13/4/2020,6934,245,260,13,487,6202
14/4/2020,7202,263,268,18,618,6321
15/4/2020,7582,286,380,23,668,6628
16/4/2020,7918,314,336,28,774,6830
17/4/2020,8379,332,461,18,866,7181
18/4/2020,8742,347,363,15,981,7414
19/4/2020,9287,360,545,13,1040,7887
20/4/2020,9593,380,306,20,1133,8080
21/4/2020,9856,401,263,21,1297,8158
22/4/2020,10169,426,313,25,1513,8230
23/4/2020,10511,454,342,28,1740,8317
24/4/2020,10892,494,381,40,1944,8454
25/4/2020,11273,524,381,30,2126,8623
26/4/2020,11617,535,344,11,2265,8817
27/4/2020,11902,562,285,27,2466,8874
28/4/2020,12218,596,316,34,2655,8967
29/4/2020,12640,624,422,28,3025,8991
30/4/2020,12877,644,237,20,3236,8997
1/5/2020,13105,651,228,7,3491,8963
2/5/2020,13375,664,270,13,3762,8949
3/5/2020,13693,678,318,14,3945,9070
4/5/2020,14006,698,313,20,4095,9213
5/5/2020,14431,716,425,18,4280,9435
6/5/2020,14740,733,309,17,4655,9352
7/5/2020,15047,755,307,22,4862,9430
8/5/2020,15366,776,319,21,5184,9406
9/5/2020,15651,785,285,9,5437,9429
10/5/2020,15996,800,345,15,5698,9498
11/5/2020,16326,811,330,11,5816,9699
12/5/2020,16921,839,595,28,6131,9951
13/5/2020,17204,861,283,22,6410,9933
14/5/2020,17615,883,411,22,6696,10036
15/5/2020,18016,907,401,24,6918,10191
16/5/2020,18257,915,241,8,7175,10167
17/5/2020,18529,925,272,10,7451,10153
18/5/2020,18885,936,356,11,7628,10321
19/5/2020,19268,948,383,12,7903,10417
20/5/2020,19739,962,471,14,8183,10594
21/5/2020,20143,972,404,10,8452,10719
22/5/2020,20619,982,476,10,8731,10906
23/5/2020,20931,993,312,11,8977,10961
24/5/2020,21326,996,395,3,9194,11136
25/5/2020,21631,1007,305,11,9276,11348
26/5/2020,22074,1024,443,17,10020,11030
27/5/2020,22473,1028,399,4,10330,11115
28/5/2020,22825,1038,352,10,10560,11227
29/5/2020,23155,1051,330,13,10692,11412
30/5/2020,23571,1061,416,10,11016,11494
31/5/2020,23786,1064,215,3,11271,11451
1/6/2020,24165,1074,379,10,11449,11642
2/6/2020,24395,1092,230,18,11726,11577
3/6/2020,24687,1115,292,23,12014,11558
4/6/2020,25048,1117,361,2,12227,11704
5/6/2020,25410,1137,362,20,12410,11863
6/6/2020,25986,1153,576,16,12641,12192
7/6/2020,26561,1157,575,4,12855,12549
8/6/2020,27160,1166,599,9,12998,12996
9/6/2020,27560,1183,400,17,13196,13181
10/6/2020,27842,1206,282,23,13411,13225
11/6/2020,28201,1215,359,9,13696,13290
12/6/2020,28577,1222,376,7,13805,13550
13/6/2020,29017,1237,440,15,14104,13676
14/6/2020,29392,1247,375,10,14226,13919
15/6/2020,29788,1256,396,9,14383,14149
16/6/2020,30195,1272,407,16,14654,14269
17/6/2020,30701,1286,506,14,14921,14494
18/6/2020,31015,1316,314,30,15317,14382
19/6/2020,31316,1334,301,18,15698,14284
20/6/2020,31620,1346,304,12,16181,14093
21/6/2020,31931,1356,311,10,16683,13892
22/6/2020,32227,1359,296,3,17076,13792
23/6/2020,32527,1375,300,16,17573,13579
24/6/2020,32821,1396,294,21,18134,13291
25/6/2020,33119,1412,298,16,18654,13053
26/6/2020,33395,1429,276,17,19218,12748
27/6/2020,33714,1435,319,6,19972,12307
28/6/2020,33907,1438,193,3,20548,11921
29/6/2020,34154,1444,247,6,20897,11813
30/6/2020,34393,1463,239,19,21281,11649
1/7/2020,34775,1477,382,14,21791,11507
2/7/2020,35146,1492,371,15,22209,11445
3/7/2020,35405,1507,259,15,22651,11247
4/7/2020,35719,1512,314,5,23127,11080
5/7/2020,35950,1517,231,5,23746,10687
6/7/2020,36155,1521,205,4,23966,10668
7/7/2020,36412,1528,257,7,24238,10646
8/7/2020,36689,1542,277,14,24878,10269
9/7/2020,36951,1551,262,9,25477,9923
10/7/2020,37216,1562,265,11,26048,9606
11/7/2020,37521,1568,305,6,26635,9318
12/7/2020,37891,1571,370,3,27148,9172
13/7/2020,38190,1576,299,5,27515,9099
14/7/2020,38457,1588,267,12,27756,9113
15/7/2020,38721,1594,264,6,28492,8635
16/7/2020,39054,1605,333,11,28928,8521
17/7/2020,39407,1612,353,7,29505,8290
18/7/2020,39746,1618,339,6,29924,8204
19/7/2020,40104,1624,358,6,30292,8188
20/7/2020,40383,1627,279,3,30539,8217
21/7/2020,40782,1636,399,9,30771,8375
22/7/2020,41162,1642,380,6,31139,8381
23/7/2020,41580,1651,418,9,31541,8388
24/7/2020,42038,1655,458,4,31997,8386
25/7/2020,42622,1664,584,9,32419,8539
26/7/2020,43065,1671,443,7,32753,8641
27/7/2020,43402,1676,337,5,32856,8870
28/7/2020,43904,1682,502,6,33043,9179
29/7/2020,44416,1694,512,12,33190,9532
30/7/2020,45031,1709,615,15,33643,9679
31/7/2020,45688,1716,657,7,33987,9985
1/8/2020,46346,1721,658,5,34374,10251
2/8/2020,46894,1731,548,10,34709,10454
3/8/2020,47469,1732,575,1,34881,10856
4/8/2020,48149,1738,680,6,35056,11355
5/8/2020,48789,1756,640,18,35321,11712
6/8/2020,49515,1774,726,18,35642,12099
7/8/2020,50324,1787,809,13,36041,12496
8/8/2020,51167,1800,843,13,36403,12964
9/8/2020,51791,1807,624,7,36691,13293
10/8/2020,52410,1809,619,2,36877,13724
11/8/2020,52961,1821,551,12,37150,13990
12/8/2020,53676,1830,715,9,37611,14235
13/8/2020,54487,1844,811,14,37961,14682
14/8/2020,55319,1858,832,14,38362,15099
15/8/2020,56090,1869,771,11,38853,15368
16/8/2020,56684,1877,594,8,39130,15677
17/8/2020,57279,1885,595,8,39359,16035
18/8/2020,57876,1896,597,11,39643,16337
19/8/2020,58611,1913,735,17,40099,16599
20/8/2020,59378,1925,767,12,40481,16972
21/8/2020,60281,1938,903,13,41029,17314
22/8/2020,61181,1951,900,13,41661,17569
23/8/2020,61762,1955,581,4,42183,17624
24/8/2020,62310,1960,548,5,42448,17902
25/8/2020,63073,1977,763,17,42784,18312
26/8/2020,63802,1994,729,17,43399,18409
27/8/2020,64689,2010,887,16,44097,18582
28/8/2020,65480,2018,791,8,44785,18677
29/8/2020,66239,2032,759,14,45536,18671
30/8/2020,66870,2033,631,1,46192,18645
31/8/2020,67372,2039,502,6,46638,18695
1/9/2020,67922,2058,550,19,47030,18834
2/9/2020,68517,2078,595,20,47865,18574
3/9/2020,69129,2092,612,14,48593,18444
4/9/2020,69820,2100,691,8,49820,17900
5/9/2020,70387,2113,567,13,52346,15928
6/9/2020,70824,2120,437,7,54256,14448
7/9/2020,71126,2124,302,4,55113,13889
8/9/2020,71526,2136,400,12,55910,13480
9/9/2020,71947,2147,421,11,57135,12665
10/9/2020,72453,2159,506,12,58069,12225
11/9/2020,73047,2169,594,10,58848,12030
12/9/2020,73650,2182,603,13,59725,11743
13/9/2020,74152,2188,502,6,60659,11305
14/9/2020,74529,2203,377,15,61097,11229
15/9/2020,75134,2227,605,24,61548,11359
16/9/2020,75734,2237,600,10,62110,11387
17/9/2020,76571,2253,837,16,62725,11593
18/9/2020,77328,2270,757,17,63312,11746
19/9/2020,78330,2282,1002,12,63861,12187
20/9/2020,79240,2293,910,11,64302,12645
21/9/2020,79988,2298,748,5,64604,13086
22/9/2020,80699,2316,711,18,64972,13411
23/9/2020,81673,2344,974,28,65561,13768
24/9/2020,82809,2369,1136,25,66158,14282
25/9/2020,84396,2392,1587,23,66740,15264
26/9/2020,85980,2424,1584,32,67326,16230
27/9/2020,87330,2432,1350,8,67904,16994
28/9/2020,88636,2447,1306,15,68420,17769
29/9/2020,89962,2483,1326,36,68955,18524
30/9/2020,91514,2513,1552,30,69695,19306
1/10/2020,93481,2543,1967,30,70401,20537
2/10/2020,95773,2570,2292,27,71353,21850
3/10/2020,98140,2604,2367,34,72209,23327
4/10/2020,100074,2630,1934,26,73003,24441
5/10/2020,102080,2659,2006,29,73552,25869
6/10/2020,104316,2717,2236,58,74158,27441
7/10/2020,107319,2791,3003,74,75346,29182
8/10/2020,111599,2867,4280,76,76490,32242
9/10/2020,116338,2919,4739,52,77875,35544
10/10/2020,121638,2972,5300,53,78982,39684
11/10/2020,125816,3004,4178,32,80302,42510
12/10/2020,130210,3038,4394,34,81201,45971
13/10/2020,135278,3101,5068,63,82004,50173
14/10/2020,141804,3217,6526,116,83847,54740
15/10/2020,149903,3308,8099,91,85588,61007
16/10/2020,157608,3440,7705,132,87773,66395
17/10/2020,167230,3524,9622,84,90162,73544
18/10/2020,175766,3573,8536,49,92651,79542
19/10/2020,183248,3614,7482,41,94014,85620
20/10/2020,192539,3721,9291,107,95956,92862
21/10/2020,202579,3851,10040,130,98884,99844
22/10/2020,214686,4019,12107,168,102204,108463
23/10/2020,228318,4172,13632,153,105092,119054
24/10/2020,241946,4350,13628,178,109344,128252
25/10/2020,253688,4437,11742,87,112619,136632
26/10/2020,263929,4482,10241,45,115302,144145
27/10/2020,280229,4612,16300,130,119237,156380
28/10/2020,299049,4848,18820,236,123504,170697
29/10/2020,319205,5149,20156,301,129267,184789
30/10/2020,340834,5351,21629,202,134724,200759
31/10/2020,362731,5631,21897,280,140280,216820
1/11/2020,379902,5783,17171,152,146595,227524
2/11/2020,395480,5875,15578,92,154413,235192
3/11/2020,414844,6102,19364,227,159986,248756
4/11/2020,439536,6474,24692,372,168960,264102
5/11/2020,466679,6841,27143,367,177681,282157
6/11/2020,493765,7286,27086,445,188675,297804
7/11/2020,521640,7635,27875,349,200510,313495
8/11/2020,546425,7871,24785,236,209363,329191
9/11/2020,568138,8044,21713,173,219371,340723
10/11/2020,593592,8374,25454,330,230661,354557
11/11/2020,618813,8803,25221,429,242875,367135
12/11/2020,641496,9078,22683,275,254349,378069
13/11/2020,665547,9497,24051,419,267580,388470
14/11/2020,691118,10045,25571,548,282215,398858
15/11/2020,712972,10348,21854,303,294783,407841
16/11/2020,733788,10491,20816,143,306022,417275
17/11/2020,752940,10848,19152,357,324282,417810
18/11/2020,772823,11451,19883,603,342883,418489
19/11/2020,796798,12088,23975,637,361886,422824
20/11/2020,819262,12714,22464,626,381800,424748
21/11/2020,842864,13288,23602,574,407075,422501
22/11/2020,861331,13618,18467,330,423971,423742
23/11/2020,898927,13774,37596,156,438868,446285
24/11/2020,909060,14314,10133,540,454717,440029
25/11/2020,924425,14988,15365,674,469527,439910
26/11/2020,941356,15568,16931,580,494869,430919
27/11/2020,958415,16147,17059,579,516636,425632
28/11/2020,973592,16746,15177,599,538273,418573
29/11/2020,985078,17029,11486,283,559429,408620
30/11/2020,990819,17150,5741,121,577514,396155
1/12/2020,999892,17599,9073,449,597589,384704
2/12/2020,1013772,18208,13880,609,622980,372584
3/12/2020,1028607,18828,14835,620,646560,363219
4/12/2020,1041843,19359,13236,531,666413,356071
5/12/2020,1054273,19861,12430,502,687910,346502
6/12/2020,1063447,20089,9174,228,706720,336638
7/12/2020,1067868,20181,4421,92,722446,325241
8/12/2020,1076178,20592,8310,411,738845,316741
9/12/2020,1088347,21160,12169,568,768241,298946
10/12/2020,1102091,21630,13744,470,792119,288342
11/12/2020,1115203,22174,13112,544,815356,277673
12/12/2020,1126699,22676,11496,502,840541,263482
13/12/2020,1135676,22864,8977,188,858895,253917
14/12/2020,1140539,22960,4863,96,869155,248424
15/12/2020,1147447,23309,6908,349,879748,244390
16/12/2020,1159901,23914,12454,605,892650,243337
17/12/2020,1171851,24345,11950,431,903349,244157
18/12/2020,1182843,24771,10992,426,915576,242496
19/12/2020,1194106,25254,11263,483,927723,241129
20/12/2020,1202700,25397,8594,143,938269,239034
21/12/2020,1207333,25474,4633,77,946017,235842
22/12/2020,1214522,25783,7189,309,954272,234467
23/12/2020,1226883,26255,12361,472,965178,235450
24/12/2020,1240002,26752,13119,497,975876,237374
25/12/2020,1248909,26992,8907,240,984683,237234
26/12/2020,1254121,27061,5212,69,992381,234679
27/12/2020,1257799,27118,3678,57,999610,231071
28/12/2020,1260720,27147,2921,29,1005376,228197
29/12/2020,1268459,27454,7739,307,1014005,227000
30/12/2020,1281481,28022,13022,568,1025889,227570
31/12/2020,1294766,28556,13285,534,1036138,230072
1/1/2021,1305835,28956,11069,400,1046281,230598
2/1/2021,1312823,29058,6988,102,1055436,228329
3/1/2021,1318515,29119,5692,61,1063093,226303
4/1/2021,1322919,29161,4404,42,1069554,224204
5/1/2021,1330612,29502,7693,341,1078892,222218
6/1/2021,1344828,30055,14216,553,1087744,227029
7/1/2021,1356855,30242,12027,187,1095616,230997
8/1/2021,1365841,30573,8986,331,1104599,230669
9/1/2021,1376112,31012,10271,439,1113738,231362
10/1/2021,1385763,31189,9651,177,1123318,231256
11/1/2021,1390210,31267,4447,78,1130460,228483
12/1/2021,1395852,31593,5642,326,1138126,226133
13/1/2021,1404926,32075,9074,482,1147123,225728
14/1/2021,1414525,32458,9599,383,1155823,226244
15/1/2021,1422200,32844,7675,386,1164650,224706
16/1/2021,1429527,33213,7327,369,1173087,223227
17/1/2021,1435643,33355,6116,142,1181326,220962
18/1/2021,1438969,33407,3326,52,1187719,217843
19/1/2021,1443828,33698,4859,291,1197034,213096
20/1/2021,1450603,34142,6775,444,1207359,209102
21/1/2021,1457808,34562,7205,420,1215732,207514
22/1/2021,1464557,34907,6749,345,1215732,213918
23/1/2021,1470762,35253,6205,346,1222782,212727
24/1/2021,1475700,35363,4938,110,1230446,209891
25/1/2021,1478118,35401,2418,38,1237736,204981
26/1/2021,1482723,35665,4605,264,1243575,203483
27/1/2021,1489509,36054,6786,389,1246267,207188
28/1/2021,1496666,36444,7157,390,1250892,209330
29/1/2021,1502810,36779,6144,335,1257352,208679
30/1/2021,1508679,37082,5869,303,1264574,207023
31/1/2021,1513382,37180,4703,98,1270467,205735
1/2/2021,1515889,37223,2507,43,1276636,202030
2/2/2021,1520214,37476,4325,253,1281396,201342
3/2/2021,1527015,37900,6801,424,1283698,205417
4/2/2021,1533511,38344,6496,444,1288163,207004
5/2/2021,1539565,38711,6054,367,1294687,206167
6/2/2021,1545527,38994,5962,283,1301571,204962
7/2/2021,1550255,39087,4728,93,1307161,204007
8/2/2021,1552656,39133,2401,46,1312856,200667
9/2/2021,1556715,39361,4059,228,1317474,199880
10/2/2021,1563650,39721,6935,360,1319635,204294
11/2/2021,1570657,40177,7007,456,1324101,206379
12/2/2021,1577035,40425,6378,248,1330127,206483
13/2/2021,1583621,40709,6586,284,1336467,206445
14/2/2021,1588954,40807,5333,98,1342031,206116
15/2/2021,1591495,40832,2541,25,1347670,202993
16/2/2021,1596678,41029,5183,197,1352443,203206
17/2/2021,1605373,41309,8695,280,1354598,209466
18/2/2021,1614441,41582,9068,273,1358666,214193
19/2/2021,1623217,41823,8776,241,1365216,216178
20/2/2021,1631729,42077,8512,254,1372326,217326
21/2/2021,1638768,42171,7039,94,1378414,218183
22/2/2021,1642652,42189,3884,18,1384373,216090
23/2/2021,1648963,42436,6311,247,1389516,217011
24/2/2021,1661110,42808,12147,372,1391981,226321
25/2/2021,1673249,43094,12139,286,1397342,232813
26/2/2021,1684785,43353,11536,259,1405552,235880
27/2/2021,1696887,43655,12102,302,1414461,238771
28/2/2021,1706986,43769,10099,114,1422829,240388
1/3/2021,1711771,43792,4785,23,1430861,237118
2/3/2021,1719708,44051,7937,259,1438032,237625
3/3/2021,1735409,44360,15701,309,1441479,249570
4/3/2021,1750661,44649,15252,289,1448619,257393
5/3/2021,1766488,44914,15827,265,1459564,262010
6/3/2021,1781340,45159,14852,245,1471608,264573
7/3/2021,1794913,45285,13573,126,1482568,267060
8/3/2021,1801082,45317,6169,32,1494083,261682
9/3/2021,1811053,45599,9971,282,1503353,262101
10/3/2021,1828379,45998,17326,399,1507905,274476
11/3/2021,1849522,46373,21143,375,1516540,286609
12/3/2021,1868311,46725,18789,352,1530484,291102
13/3/2021,1889373,47068,21062,343,1546151,296154
14/3/2021,1906631,47178,17258,110,1560227,299226
15/3/2021,1917525,47206,10894,28,1574455,295864
16/3/2021,1931922,47579,14397,373,1587164,297179
17/3/2021,1956970,48032,25048,453,1593165,315773
18/3/2021,1984246,48388,27276,356,1603832,332026
19/3/2021,2010295,48810,26049,422,1620272,341213
20/3/2021,2036701,49160,26406,350,1640050,347491
21/3/2021,2058551,49300,21850,140,1656827,352424
22/3/2021,2073128,49365,14577,65,1676008,347755
23/3/2021,2090693,49765,17565,400,1693875,347053
24/3/2021,2120670,50340,29977,575,1707846,362484
25/3/2021,2154823,50862,34153,522,1722856,381105
26/3/2021,2189968,51305,35145,443,1747223,391440
27/3/2021,2221738,51753,31770,448,1775068,394917
28/3/2021,2250999,51884,29261,131,1798922,400193
29/3/2021,2267956,51931,16957,47,1824431,391594
30/3/2021,2288843,52392,20887,461,1848199,388252
31/3/2021,2321719,53044,32876,652,1861925,406750
1/4/2021,2356965,53668,35246,624,1882179,421118
2/4/2021,2387511,54166,30546,498,1911249,422096
3/4/2021,2415595,54737,28084,571,1945994,414864
4/4/2021,2438561,54941,22966,204,1978433,405187
5/4/2021,2448464,55005,9903,64,2009308,384151
6/4/2021,2456707,55065,8243,60,2036577,365065
7/4/2021,2471620,55705,14913,640,2065605,350310
8/4/2021,2499519,56659,27899,954,2099118,343742
9/4/2021,2528042,57427,28523,768,2133309,337306
10/4/2021,2552928,58176,24886,749,2164311,330441
11/4/2021,2574634,58420,21706,244,2192823,323391
12/4/2021,2586623,58482,11989,62,2209536,318605
13/4/2021,2599833,59127,13210,645,2230361,310345
14/4/2021,2621112,59930,21279,803,2262592,298590
15/4/2021,2642241,60613,21129,683,2297035,284593
16/4/2021,2660111,61209,17870,596,2326898,272004
17/4/2021,2675872,61825,15761,616,2354386,259661
18/4/2021,2688044,62032,12172,207,2376736,249276
19/4/2021,2695325,62133,7281,101,2386432,246760
20/4/2021,2704567,62733,9242,600,2394574,247260
21/4/2021,2718494,63474,13927,741,2408887,246133
22/4/2021,2731264,64168,12770,694,2436045,231051
23/4/2021,2742127,64709,10863,541,2463874,213544
24/4/2021,2751637,65222,9510,513,2488219,198196
25/4/2021,2758872,65415,7235,193,2509412,184045
26/4/2021,2762325,65437,3453,22,2521208,175680
27/4/2021,2768032,65897,5707,460,2534396,167739
28/4/2021,2776926,66532,8894,635,2555215,155179
29/4/2021,2785346,67073,8420,541,2575709,142564
30/4/2021,2792148,67501,6802,428,2593038,131609
1/5/2021,2798621,67924,6473,423,2608371,122326
2/5/2021,2803231,68068,4610,144,2620120,115043
3/5/2021,2805756,68105,2525,37,2627257,110394
4/5/2021,2808055,68133,2299,28,2636462,103460
5/5/2021,2811947,68483,3892,350,2650361,93103
6/5/2021,2818378,68992,6431,509,2662781,86605
7/5/2021,2824431,69445,6053,453,2673135,81851
8/5/2021,2829200,69865,4769,420,2682192,77143
9/5/2021,2833051,70012,3851,147,2689007,74032
10/5/2021,2835082,70017,2031,5,2692313,72752
11/5/2021,2838084,70336,3002,319,2698015,69733
12/5/2021,2842032,70679,3948,343,2706590,64763
13/5/2021,2845726,71022,3694,343,2714667,60037
14/5/2021,2849015,71311,3289,289,2721126,56578
15/5/2021,2851912,71609,2897,298,2727310,52993
16/5/2021,2854081,71664,2169,55,2731622,50795
17/5/2021,2855190,71675,1109,11,2734092,49423
18/5/2021,2856917,71921,1727,246,2736380,48616
19/5/2021,2859265,72250,2348,329,2740026,46989
20/5/2021,2861352,72500,2087,250,2746128,42724
21/5/2021,2863030,72691,1678,191,2751931,38408
22/5/2021,2864547,72882,1517,191,2756509,35156
23/5/2021,2865622,72928,1075,46,2760169,32525
24/5/2021,2866187,72945,565,17,2762154,31088
25/5/2021,2867183,73096,996,151,2765139,28948
26/5/2021,2868422,73305,1239,209,2768936,26181
27/5/2021,2869649,73440,1227,135,2772421,23788
28/5/2021,2870596,73557,947,117,2775575,21464
29/5/2021,2871371,73682,775,125,2778355,19334
30/5/2021,2871950,73738,579,56,2780399,17813
31/5/2021,2872280,73745,330,7,2781452,17083
1/6/2021,2872863,73856,583,111,2783172,15835
2/6/2021,2873520,73984,657,128,2785409,14127
3/6/2021,2874092,74075,572,91,2787368,12649
4/6/2021,2874409,74101,317,26,2788955,11353
5/6/2021,2874824,74139,415,38,2790446,10239
6/6/2021,2875134,74152,310,13,2791483,9499
7/6/2021,2875329,74160,195,8,2792035,9134
8/6/2021,2875861,74255,532,95,2793023,8583
9/6/2021,2876285,74363,424,108,2794167,7755
10/6/2021,2876666,74447,381,84,2795286,6933
11/6/2021,2877004,74515,338,68,2796149,6340
12/6/2021,2877242,74562,238,47,2796856,5824
13/6/2021,2877468,74573,226,11,2797388,5507
14/6/2021,2877604,74574,136,1,2797707,5323
15/6/2021,2877820,74626,216,52,2798289,4905
16/6/2021,2878058,74688,238,62,2798894,4476
17/6/2021,2878276,74734,218,46,2799404,4138
18/6/2021,2878466,74782,190,48,2799675,4009
19/6/2021,2878634,74823,168,41,2800042,3769
20/6/2021,2878767,74828,133,5,2800311,3628
21/6/2021,2878842,74829,75,1,2800501,3512
22/6/2021,2879027,74858,185,29,2801032,3137
23/6/2021,2879189,74893,162,35,2801427,2869
24/6/2021,2879337,74917,148,24,2801773,2647
25/6/2021,2879469,74953,132,36,2802087,2429
26/6/2021,2879567,74974,98,21,2802289,2304
27/6/2021,2879637,74979,70,5,2802494,2164
28/6/2021,2879688,74979,51,0,2802625,2084
29/6/2021,2879808,75005,120,26,2802841,1962
30/6/2021,2879912,75021,104,16,2803053,1838
1/7/2021,2880011,75044,99,23,2803255,1712
2/7/2021,2880108,75065,97,21,2803422,1621
3/7/2021,2880216,75083,108,18,2803569,1564
4/7/2021,2880270,75084,54,1,2803684,1502
5/7/2021,2880307,75085,37,1,2803758,1464
6/7/2021,2880400,75093,93,8,2803942,1365
7/7/2021,2880503,75116,103,23,2804096,1291
8/7/2021,2880594,75135,91,19,2804221,1238
9/7/2021,2880669,75152,75,17,2804334,1183
10/7/2021,2880755,75159,86,7,2804415,1181
11/7/2021,2880821,75160,66,1,2804478,1183
12/7/2021,2880863,75160,42,0,2804528,1175
13/7/2021,2880960,75173,97,13,2804648,1139
14/7/2021,2881046,75179,86,6,2804739,1128
15/7/2021,2881148,75191,102,12,2804832,1125
16/7/2021,2881241,75205,93,14,2804917,1119
17/7/2021,2881355,75212,114,7,2805011,1132
18/7/2021,2881424,75215,69,3,2805058,1151
19/7/2021,2881490,75215,66,0,2805092,1183
20/7/2021,2881594,75219,104,4,2805185,1190
21/7/2021,2881714,75222,120,3,2805284,1208
22/7/2021,2881840,75231,126,9,2805372,1237
23/7/2021,2881944,75235,104,4,2805438,1271
24/7/2021,2882064,75241,120,6,2805520,1303
25/7/2021,2882146,75242,82,1,2805580,1324
26/7/2021,2882221,75242,75,0,2805621,1358
27/7/2021,2882327,75249,106,7,2805718,1360
28/7/2021,2882463,75252,136,3,2805797,1414
29/7/2021,2882633,75257,170,5,2805896,1480
30/7/2021,2882786,75259,153,2,2805984,1543
31/7/2021,2882938,75261,152,2,2806096,1581
1/8/2021,2883029,75261,91,0,2806163,1605
2/8/2021,2883120,75261,91,0,2806229,1630
3/8/2021,2883284,75265,164,4,2806333,1686
4/8/2021,2883448,75269,164,4,2806449,1730
5/8/2021,2883624,75275,176,6,2806571,1778
6/8/2021,2883795,75281,171,6,2806669,1845
7/8/2021,2883976,75285,181,4,2806783,1908
8/8/2021,2884098,75285,122,0,2806861,1952
9/8/2021,2884161,75285,63,0,2806936,1940
10/8/2021,2884359,75285,198,0,2807042,2032
11/8/2021,2884557,75289,198,4,2807178,2090
12/8/2021,2884778,75291,221,2,2807344,2143
13/8/2021,2884974,75297,196,6,2807495,2182
14/8/2021,2885185,75299,211,2,2807641,2245
15/8/2021,2885333,75299,148,0,2807730,2304
16/8/2021,2885455,75299,122,0,2807821,2335
17/8/2021,2885675,75306,220,7,2807985,2384
18/8/2021,2885882,75307,207,1,2808142,2433
19/8/2021,2886079,75311,197,4,2808317,2451
20/8/2021,2886291,75315,212,4,2808484,2492
21/8/2021,2886513,75316,222,1,2808661,2536
22/8/2021,2886698,75316,185,0,2808782,2600
23/8/2021,2886804,75316,106,0,2808845,2643
24/8/2021,2887036,75324,232,8,2809043,2669
25/8/2021,2887234,75329,198,5,2809233,2672
26/8/2021,2887481,75332,247,3,2809449,2700
27/8/2021,2887738,75335,257,3,2809642,2761
28/8/2021,2888027,75340,289,5,2809850,2837
29/8/2021,2888234,75340,207,0,2809993,2901
30/8/2021,2888385,75340,151,0,2810115,2930
31/8/2021,2888670,75345,285,5,2810335,2990
1/9/2021,2889022,75360,352,15,2810537,3125
2/9/2021,2889424,75367,402,7,2810719,3338
3/9/2021,2889772,75372,348,5,2810924,3476
4/9/2021,2890161,75379,389,7,2811141,3641
5/9/2021,2890483,75379,322,0,2811319,3785
6/9/2021,2890665,75379,182,0,2811425,3861
7/9/2021,2891069,75392,404,13,2811657,4020
8/9/2021,2891602,75403,533,11,2811842,4357
9/9/2021,2892114,75409,512,6,2812078,4627
10/9/2021,2892643,75417,529,8,2812329,4897
11/9/2021,2893173,75425,530,8,2812610,5138
12/9/2021,2893650,75425,477,0,2812809,5416
13/9/2021,2893918,75425,268,0,2812960,5533
14/9/2021,2894456,75433,538,8,2813245,5778
15/9/2021,2895225,75454,769,21,2813589,6182
16/9/2021,2895947,75465,722,11,2813970,6512
17/9/2021,2896598,75473,651,8,2814307,6818
18/9/2021,2897395,75487,797,14,2814688,7220
